episode_id,player_idx,final_label,window_size,t_soft,phase_t_soft,delta_own_ship_ratio,start_own_ship_ratio,delta_own_prod_ratio,start_own_prod_ratio,delta_own_planet_ratio,start_own_planet_ratio,delta_ship_gap,start_ship_gap,delta_prod_gap,start_prod_gap,delta_n_own_planets,start_n_own_planets,delta_n_neutral_planets,start_n_neutral_planets,delta_n_enemy_planets,start_n_enemy_planets,delta_own_ships_total,start_own_ships_total,delta_own_prod_total,start_own_prod_total,delta_mean_own_ships,start_mean_own_ships,delta_max_own_ships,start_max_own_ships,delta_std_own_ships,start_std_own_ships,delta_own_fleets_count,start_own_fleets_count,delta_own_fleets_ships,start_own_fleets_ships,delta_enemy_fleets_count,start_enemy_fleets_count,delta_enemy_fleets_ships,start_enemy_fleets_ships,delta_fleet_balance,start_fleet_balance,delta_own_under_threat_count,start_own_under_threat_count,delta_own_under_threat_ships,start_own_under_threat_ships,delta_enemy_contested_count,start_enemy_contested_count,delta_neutral_contested_count,start_neutral_contested_count,delta_incoming_enemy_to_own,start_incoming_enemy_to_own,delta_incoming_own_reinforce,start_incoming_own_reinforce,delta_net_incoming_own,start_net_incoming_own,delta_closest_threat_dist,start_closest_threat_dist
75743036,1,1,53,199,0.7481,0.20640000000000003,0.2662,0.2334,0.3333,0.16659999999999997,0.2917,243.0,-90.0,28.0,-14.0,4.0,7.0,0.0,6.0,-4.0,11.0,224.0,164.0,14.0,20.0,11.840000000000003,23.43,76.0,42.0,19.590000000000003,11.37,1.0,10.0,-11.0,158.0,-5.0,15.0,-83.0,183.0,72.0,-25.0,0.0,1.0,-18.0,19.0,-2.0,5.0,1.0,0.0,-55.0,75.0,-29.0,51.0,26.0,-24.0,0.02389999999999999,0.0689
75755341,0,1,37,137,0.7405,0.06699999999999995,0.507,0.13890000000000002,0.5139,0.14279999999999998,0.4643,194.0,127.0,20.0,6.0,4.0,13.0,0.0,4.0,-4.0,11.0,395.0,400.0,10.0,37.0,15.989999999999998,30.77,8.0,162.0,-1.0600000000000023,52.14,-2.0,9.0,-33.0,112.0,0.0,11.0,-33.0,113.0,0.0,-1.0,-1.0,1.0,-7.0,7.0,-3.0,3.0,0.0,0.0,54.0,20.0,18.0,61.0,-36.0,41.0,0.1457,0.1199
75755341,1,0,37,137,0.7405,-0.00379999999999997,0.346,-0.13889999999999997,0.4306,-0.14290000000000003,0.3929,-194.0,-127.0,-20.0,-6.0,-4.0,11.0,0.0,4.0,4.0,13.0,201.0,273.0,-10.0,31.0,42.88999999999999,24.82,58.0,94.0,32.08,25.21,0.0,11.0,-33.0,113.0,-2.0,9.0,-33.0,112.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,1.0,-51.0,51.0,-73.0,79.0,-22.0,28.0,0.9324,0.0676
75760975,0,0,34,83,0.4911,0.20550000000000002,0.2192,0.047599999999999976,0.3214,0.03570000000000001,0.2857,2.0,-151.0,-11.0,-9.0,1.0,8.0,-7.0,9.0,6.0,11.0,438.0,146.0,4.0,27.0,46.64,18.25,109.0,44.0,30.67,15.94,-3.0,10.0,-60.0,134.0,3.0,15.0,-18.0,254.0,-42.0,-120.0,0.0,1.0,1.0,5.0,-1.0,3.0,-2.0,2.0,9.0,68.0,8.0,58.0,-1.0,-10.0,-0.0695,0.5575
75760975,1,1,34,83,0.4911,0.0872,0.4459,0.1785,0.4286,0.21419999999999995,0.3929,-2.0,151.0,11.0,9.0,6.0,11.0,-7.0,9.0,1.0,8.0,436.0,297.0,15.0,36.0,16.119999999999997,27.0,11.0,143.0,6.020000000000003,39.91,3.0,15.0,-18.0,254.0,-3.0,10.0,-60.0,134.0,42.0,120.0,-1.0,1.0,-8.0,8.0,1.0,4.0,-4.0,4.0,-42.0,50.0,52.0,107.0,94.0,57.0,0.2593,0.0992
75761040,0,0,29,103,0.7007,0.07239999999999999,0.1729,0.012899999999999967,0.2826,-0.02779999999999999,0.2778,216.0,-589.0,2.0,-30.0,-2.0,10.0,-2.0,8.0,0.0,18.0,65.0,236.0,0.0,26.0,14.019999999999996,23.6,39.0,61.0,12.600000000000001,19.29,-3.0,6.0,-71.0,116.0,3.0,5.0,48.0,73.0,-119.0,43.0,1.0,1.0,-4.0,32.0,-2.0,3.0,-1.0,1.0,70.0,35.0,-11.0,35.0,-81.0,0.0,0.1724,0.0325
75761040,1,1,29,103,0.7007,-0.05510000000000004,0.6044,0.0049000000000000155,0.6087,0.0625,0.5,-216.0,589.0,-2.0,30.0,0.0,18.0,-2.0,8.0,-2.0,10.0,-151.0,825.0,-2.0,56.0,-8.39,45.83,-43.0,131.0,-10.170000000000002,35.1,3.0,5.0,48.0,73.0,-3.0,6.0,-71.0,116.0,119.0,-43.0,0.0,1.0,-2.0,15.0,2.0,2.0,0.0,0.0,-37.0,58.0,-22.0,38.0,15.0,-20.0,-0.1536,0.2022
75776353,0,0,30,100,0.6623,-0.15589999999999998,0.3263,-0.07500000000000001,0.375,-0.022399999999999975,0.3438,-348.0,-6.0,-12.0,-6.0,-2.0,11.0,-4.0,7.0,2.0,14.0,-197.0,310.0,-6.0,24.0,-15.62,28.18,-43.0,73.0,-16.869999999999997,26.49,-5.0,21.0,-33.0,139.0,-4.0,11.0,-70.0,177.0,37.0,-38.0,-2.0,3.0,-34.0,38.0,-2.0,5.0,-1.0,1.0,-116.0,141.0,-16.0,70.0,100.0,-71.0,0.1447,0.0139
75776353,1,1,30,100,0.6623,0.3718,0.3326,0.13119999999999998,0.4688,0.13390000000000002,0.4375,348.0,6.0,12.0,6.0,2.0,14.0,-4.0,7.0,-2.0,11.0,151.0,316.0,6.0,30.0,6.620000000000001,22.57,44.0,72.0,12.540000000000003,20.88,-4.0,11.0,-70.0,177.0,-5.0,21.0,-33.0,139.0,-37.0,38.0,2.0,1.0,20.0,11.0,-4.0,6.0,-1.0,1.0,-12.0,64.0,53.0,29.0,65.0,-35.0,0.1415,0.0304
75777398,0,1,21,46,0.4299,0.1882,0.0622,0.25,0.0789,0.2223,0.0833,100.0,33.0,11.0,-2.0,8.0,3.0,-11.0,30.0,3.0,3.0,132.0,45.0,19.0,6.0,1.0899999999999999,15.0,15.0,24.0,0.9199999999999999,10.15,3.0,2.0,83.0,40.0,8.0,5.0,170.0,95.0,-87.0,-55.0,2.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,49.0,0.0,24.0,0.0,-25.0,0.0,-0.46399999999999997,1.0
75777398,1,0,21,48,0.4486,0.020499999999999997,0.0434,0.10519999999999999,0.1053,0.08339999999999999,0.0833,-180.0,-12.0,-11.0,-1.0,3.0,3.0,-11.0,29.0,8.0,4.0,16.0,32.0,8.0,8.0,-2.67,10.67,7.0,11.0,6.55,0.58,10.0,3.0,190.0,57.0,1.0,2.0,24.0,40.0,166.0,17.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,115.0,38.0,115.0,38.0,0.0,1.0
75778169,0,0,28,119,0.8322,-0.195,0.5511,-0.07,0.39,-0.0937,0.4375,-269.0,225.0,-14.0,-15.0,-3.0,14.0,0.0,3.0,3.0,15.0,-416.0,609.0,-7.0,39.0,-25.95,43.5,-46.0,95.0,-10.7,24.95,-1.0,5.0,11.0,55.0,22.0,47.0,221.0,627.0,-210.0,-572.0,5.0,1.0,36.0,14.0,1.0,1.0,-1.0,1.0,38.0,153.0,9.0,21.0,-29.0,-132.0,-0.0463,0.0809
75778169,1,1,28,119,0.8322,0.08980000000000005,0.3475,0.06999999999999995,0.54,0.0937,0.4688,269.0,-225.0,14.0,15.0,3.0,15.0,0.0,3.0,-3.0,14.0,-147.0,384.0,7.0,54.0,-12.430000000000001,25.6,-54.0,94.0,-18.47,30.4,22.0,47.0,221.0,627.0,-1.0,5.0,11.0,55.0,210.0,572.0,1.0,0.0,10.0,0.0,2.0,8.0,1.0,0.0,21.0,15.0,178.0,474.0,157.0,459.0,0.1607,0.2736
75778542,0,1,26,50,0.3817,0.1008,0.0988,0.0663,0.2045,0.08330000000000001,0.1667,40.0,-63.0,2.0,3.0,3.0,4.0,-1.0,18.0,2.0,2.0,118.0,77.0,4.0,9.0,8.61,19.25,38.0,25.0,10.34,7.04,2.0,2.0,48.0,8.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,1.0
75778542,1,0,26,53,0.4046,0.0484,0.1612,0.00940000000000002,0.1364,0.0238,0.0833,-55.0,24.0,-5.0,-3.0,1.0,2.0,-2.0,18.0,5.0,4.0,81.0,128.0,1.0,6.0,5.670000000000002,64.0,62.0,119.0,18.64,77.78,-2.0,2.0,-26.0,26.0,0.0,2.0,24.0,8.0,-50.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75778962,0,0,23,75,0.6466,0.1089,0.1149,0.0834,0.2083,0.05560000000000001,0.1944,18.0,-32.0,-8.0,-8.0,2.0,7.0,-10.0,20.0,8.0,9.0,74.0,88.0,6.0,15.0,5.43,12.57,26.0,25.0,7.03,6.29,1.0,4.0,12.0,62.0,15.0,21.0,178.0,396.0,-166.0,-334.0,1.0,0.0,16.0,0.0,2.0,1.0,-2.0,2.0,51.0,0.0,0.0,0.0,-51.0,0.0,-0.8815999999999999,1.0
75778962,1,1,23,75,0.6466,0.0864,0.1567,0.1945,0.3194,0.2222,0.25,-18.0,32.0,8.0,8.0,8.0,9.0,-10.0,20.0,2.0,7.0,56.0,120.0,14.0,23.0,-2.9800000000000004,13.33,14.0,37.0,-0.4499999999999993,13.18,15.0,21.0,178.0,396.0,1.0,4.0,12.0,62.0,166.0,334.0,1.0,0.0,4.0,0.0,3.0,0.0,-7.0,9.0,66.0,8.0,354.0,150.0,288.0,142.0,-0.04729999999999998,0.1972
75781174,0,0,38,138,0.7263,-0.054200000000000026,0.4615,0.0131,0.3553,0.0,0.375,-157.0,-111.0,2.0,-22.0,0.0,9.0,0.0,0.0,0.0,15.0,-77.0,666.0,1.0,27.0,-8.560000000000002,74.0,-177.0,340.0,-50.199999999999996,107.63,-7.0,7.0,-71.0,71.0,-3.0,11.0,-52.0,144.0,-19.0,-73.0,2.0,0.0,18.0,0.0,-5.0,5.0,0.0,0.0,32.0,0.0,0.0,0.0,-32.0,0.0,-0.951,1.0
75781174,1,1,38,138,0.7263,0.054200000000000026,0.5385,-0.0131,0.6447,0.0,0.625,157.0,111.0,-2.0,22.0,0.0,15.0,0.0,0.0,0.0,9.0,80.0,777.0,-1.0,49.0,5.330000000000005,51.8,-107.0,250.0,-32.589999999999996,68.71,-3.0,11.0,-52.0,144.0,-7.0,7.0,-71.0,71.0,19.0,73.0,-1.0,1.0,-8.0,8.0,4.0,0.0,0.0,0.0,-71.0,71.0,-84.0,144.0,-13.0,73.0,0.9701,0.0299
75781277,0,0,36,92,0.5055,0.007200000000000012,0.1803,0.09969999999999998,0.1944,0.07139999999999999,0.1786,-363.0,54.0,-16.0,-2.0,1.0,5.0,-11.0,18.0,6.0,5.0,7.0,134.0,6.0,14.0,-3.3000000000000007,26.8,-13.0,50.0,-10.66,19.14,10.0,1.0,98.0,22.0,4.0,1.0,31.0,20.0,67.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,44.0,22.0,37.0,22.0,-0.5561,1.0
75781277,1,1,36,92,0.5055,0.4907,0.1077,0.33659999999999995,0.2222,0.27969999999999995,0.1786,363.0,-54.0,16.0,2.0,6.0,5.0,-11.0,18.0,1.0,5.0,370.0,80.0,22.0,16.0,24.909999999999997,16.0,91.0,21.0,29.099999999999998,4.8,4.0,1.0,31.0,20.0,10.0,1.0,98.0,22.0,-67.0,-2.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,45.0,0.0,3.0,0.0,-42.0,0.0,-0.8821,1.0
75785726,0,0,24,99,0.8319,-0.12309999999999999,0.3009,-0.013600000000000001,0.2969,-0.03570000000000001,0.25,-254.0,52.0,-3.0,-14.0,-2.0,8.0,-3.0,12.0,1.0,12.0,-107.0,254.0,-2.0,19.0,-7.25,31.75,-22.0,59.0,-8.660000000000002,19.92,2.0,7.0,33.0,79.0,7.0,30.0,-12.0,359.0,45.0,-280.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,55.0,0.0,0.0,-3.0,-55.0,0.0599,0.0452
75785726,1,1,24,99,0.8319,0.18269999999999997,0.2393,0.051100000000000034,0.5156,0.08929999999999999,0.375,254.0,-52.0,3.0,14.0,1.0,12.0,-3.0,12.0,-2.0,8.0,147.0,202.0,1.0,33.0,10.020000000000003,16.83,77.0,36.0,20.36,12.53,7.0,30.0,-12.0,359.0,2.0,7.0,33.0,79.0,-45.0,280.0,1.0,0.0,2.0,0.0,-2.0,4.0,1.0,0.0,31.0,62.0,-19.0,304.0,-50.0,242.0,0.06090000000000001,0.1094
75787078,0,1,42,158,0.7524,0.17200000000000004,0.3881,0.12830000000000003,0.4342,0.10830000000000001,0.4167,361.0,4.0,18.0,2.0,6.0,15.0,0.0,7.0,-2.0,14.0,185.0,449.0,12.0,33.0,0.26000000000000156,29.93,19.0,71.0,2.25,20.5,-1.0,11.0,-110.0,218.0,1.0,5.0,-32.0,105.0,-78.0,113.0,-1.0,2.0,-13.0,25.0,-1.0,7.0,1.0,0.0,-74.0,99.0,-20.0,33.0,54.0,-66.0,-0.19190000000000002,0.2923
75787078,1,0,42,158,0.7524,-0.147,0.3846,-0.09539999999999998,0.4079,-0.08890000000000003,0.3889,-361.0,-4.0,-18.0,-2.0,-2.0,14.0,0.0,7.0,6.0,15.0,-176.0,445.0,-6.0,31.0,-9.369999999999997,31.79,-38.0,78.0,-6.370000000000001,18.37,1.0,5.0,-32.0,105.0,-1.0,11.0,-110.0,218.0,78.0,-113.0,-3.0,3.0,-62.0,62.0,-3.0,4.0,2.0,0.0,-111.0,185.0,30.0,6.0,141.0,-179.0,0.0385,0.0201
75796408,0,1,52,218,0.8385,0.22299999999999998,0.2952,0.19690000000000002,0.4231,0.20830000000000004,0.375,410.0,-355.0,38.0,-12.0,6.0,15.0,-2.0,3.0,-8.0,22.0,152.0,289.0,18.0,44.0,1.7300000000000004,19.27,68.0,48.0,13.11,11.34,39.0,35.0,222.0,544.0,-8.0,10.0,-148.0,197.0,370.0,347.0,-4.0,4.0,-72.0,72.0,0.0,12.0,0.0,0.0,-117.0,139.0,92.0,97.0,209.0,-42.0,-0.04150000000000001,0.0947
75796408,1,0,52,232,0.8923,0.010299999999999976,0.3627,0.013499999999999956,0.3365,-0.06390000000000001,0.425,214.0,-363.0,2.0,-30.0,-4.0,17.0,-2.0,3.0,2.0,20.0,-286.0,540.0,0.0,35.0,-12.220000000000002,31.76,-165.0,222.0,-36.36,50.75,-6.0,10.0,-154.0,216.0,107.0,15.0,1318.0,232.0,-1472.0,-16.0,6.0,2.0,106.0,33.0,-4.0,5.0,0.0,0.0,850.0,82.0,13.0,30.0,-837.0,-52.0,-0.0262,0.0499
75797343,0,1,25,99,0.7795,0.3398,0.3944,0.24529999999999996,0.4333,0.31670000000000004,0.3333,496.0,-103.0,22.0,-1.0,5.0,8.0,-6.0,7.0,-3.0,9.0,182.0,409.0,12.0,26.0,-5.659999999999997,51.12,35.0,83.0,13.290000000000003,22.63,1.0,5.0,21.0,38.0,7.0,4.0,88.0,48.0,-67.0,-10.0,1.0,0.0,30.0,0.0,1.0,3.0,0.0,0.0,100.0,36.0,-16.0,16.0,-116.0,-20.0,-0.09699999999999998,0.4849
75797343,1,0,25,99,0.7795,-0.24770000000000003,0.4937,-0.14640000000000003,0.45,-0.07500000000000001,0.375,-496.0,103.0,-22.0,1.0,-3.0,9.0,-6.0,7.0,5.0,8.0,-314.0,512.0,-10.0,27.0,-23.89,56.89,-39.0,97.0,-15.919999999999998,31.58,7.0,4.0,88.0,48.0,1.0,5.0,21.0,38.0,67.0,10.0,0.0,0.0,0.0,0.0,3.0,2.0,-1.0,1.0,37.0,22.0,0.0,0.0,-37.0,-22.0,-0.06309999999999999,0.0779
75798580,0,0,23,71,0.6121,-0.19210000000000002,0.3657,-0.14740000000000003,0.4474,-0.03470000000000001,0.3125,-274.0,0.0,-23.0,3.0,0.0,10.0,1.0,11.0,3.0,11.0,-206.0,343.0,-10.0,34.0,-20.599999999999998,34.3,-117.0,142.0,-39.589999999999996,46.04,9.0,8.0,108.0,110.0,3.0,6.0,54.0,110.0,54.0,0.0,0.0,2.0,4.0,18.0,6.0,2.0,-2.0,3.0,-35.0,83.0,22.0,18.0,57.0,-65.0,-0.11780000000000002,0.1428
75798580,1,1,23,71,0.6121,0.1552,0.3657,0.14210000000000006,0.4079,0.04510000000000003,0.3438,274.0,0.0,23.0,-3.0,3.0,11.0,1.0,11.0,0.0,10.0,68.0,343.0,13.0,31.0,-1.8200000000000003,31.18,-22.0,100.0,-3.240000000000002,24.05,3.0,6.0,54.0,110.0,9.0,8.0,108.0,110.0,-54.0,0.0,-1.0,1.0,-32.0,32.0,-2.0,4.0,2.0,0.0,128.0,36.0,63.0,27.0,-65.0,-9.0,-0.3393,0.372
75812685,0,0,81,81,0.1623,0.42819999999999997,0.0191,0.3325,0.0147,0.3021,0.0312,10.0,0.0,-16.0,0.0,11.0,1.0,-24.0,30.0,17.0,1.0,610.0,10.0,24.0,1.0,41.67,10.0,121.0,10.0,28.16,0.0,0.0,0.0,0.0,0.0,7.0,0.0,118.0,0.0,-118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,-70.0,0.0,-0.944,1.0
75812685,1,1,81,81,0.1623,0.421,0.0191,0.5547,0.0147,0.4688,0.0312,-10.0,0.0,16.0,0.0,17.0,1.0,-24.0,30.0,11.0,1.0,600.0,10.0,40.0,1.0,23.89,10.0,98.0,10.0,28.74,0.0,7.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,1.0
75813241,0,1,96,96,0.1924,0.39840000000000003,0.0123,0.5,0.025,0.4643,0.0357,211.0,0.0,17.0,0.0,13.0,1.0,-21.0,26.0,8.0,1.0,342.0,10.0,40.0,2.0,15.14,10.0,55.0,10.0,20.86,0.0,7.0,0.0,100.0,0.0,8.0,0.0,107.0,0.0,-7.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,53.0,0.0,37.0,0.0,-0.9323,1.0
75813241,1,0,100,105,0.2104,0.1486,0.024,0.1875,0.025,0.17859999999999998,0.0357,-247.0,0.0,-33.0,0.0,5.0,1.0,-21.0,26.0,16.0,1.0,141.0,20.0,15.0,2.0,6.829999999999998,20.0,41.0,20.0,21.08,0.0,4.0,0.0,56.0,0.0,10.0,0.0,120.0,0.0,-64.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,0.0,15.0,0.0,-24.0,0.0,-0.9166,1.0
75815070,0,0,27,102,0.7556,-0.06640000000000001,0.2071,0.0020999999999999908,0.2955,-0.005600000000000022,0.2,-234.0,-179.0,-2.0,-16.0,-1.0,8.0,-4.0,20.0,1.0,12.0,-66.0,226.0,-1.0,26.0,-5.390000000000001,28.25,-16.0,54.0,-6.139999999999999,16.47,-4.0,11.0,-5.0,81.0,-4.0,14.0,-58.0,127.0,53.0,-46.0,0.0,0.0,0.0,0.0,-3.0,4.0,-2.0,3.0,-23.0,60.0,-12.0,12.0,11.0,-48.0,-0.0509,0.116
75815070,1,1,27,78,0.5778,0.009799999999999975,0.3022,0.125,0.3523,0.07499999999999998,0.225,35.0,25.0,17.0,-1.0,3.0,9.0,-3.0,23.0,0.0,8.0,-66.0,398.0,11.0,31.0,-16.549999999999997,44.22,-18.0,96.0,-8.459999999999997,30.24,6.0,8.0,62.0,62.0,-1.0,10.0,-11.0,66.0,73.0,-4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,-22.0,44.0,8.0,6.0,30.0,-38.0,0.17600000000000002,0.0089
75815433,0,1,24,71,0.5917,0.054900000000000004,0.3275,0.1814,0.4615,0.09999999999999998,0.4,101.0,-173.0,22.0,-2.0,4.0,8.0,2.0,2.0,-2.0,10.0,-30.0,225.0,12.0,24.0,-11.870000000000001,28.12,11.0,92.0,-6.579999999999998,34.55,2.0,9.0,15.0,75.0,0.0,1.0,2.0,13.0,13.0,62.0,1.0,0.0,1.0,0.0,-1.0,2.0,1.0,0.0,15.0,0.0,5.0,60.0,-10.0,60.0,-0.6889000000000001,1.0
75815433,1,0,24,77,0.6417,-0.18420000000000003,0.68,-0.125,0.4643,-0.125,0.4167,-344.0,386.0,-15.0,1.0,-3.0,10.0,-1.0,5.0,4.0,9.0,-277.0,629.0,-7.0,26.0,-12.61,62.9,-117.0,227.0,-28.770000000000003,65.06,0.0,0.0,0.0,0.0,3.0,7.0,39.0,55.0,-39.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,40.0,0.0,0.0,40.0,-40.0,0.344,0.0527
75815465,0,0,38,98,0.5185,-0.0811,0.2115,-0.017699999999999994,0.2885,-0.041700000000000015,0.2917,-118.0,29.0,-9.0,0.0,-2.0,7.0,-4.0,11.0,2.0,6.0,-95.0,176.0,-2.0,15.0,-8.940000000000001,25.14,-16.0,44.0,-5.0600000000000005,17.32,0.0,6.0,-24.0,97.0,3.0,4.0,26.0,48.0,-50.0,49.0,1.0,0.0,2.0,0.0,1.0,2.0,-3.0,4.0,-15.0,22.0,0.0,0.0,15.0,-22.0,0.19699999999999995,0.2553
75815465,1,1,38,98,0.5185,0.09709999999999999,0.1767,0.1698,0.2885,0.15000000000000002,0.25,118.0,-29.0,9.0,0.0,2.0,6.0,-4.0,11.0,-2.0,7.0,23.0,147.0,7.0,15.0,-3.25,24.5,18.0,63.0,4.860000000000003,20.74,3.0,4.0,26.0,48.0,0.0,6.0,-24.0,97.0,50.0,-49.0,2.0,1.0,9.0,12.0,-1.0,2.0,0.0,1.0,7.0,34.0,44.0,11.0,37.0,-23.0,0.1795,0.0368
75816639,0,0,34,146,0.8439,-0.027100000000000013,0.4015,-0.05890000000000001,0.4265,-0.041700000000000015,0.4167,-11.0,-158.0,-8.0,-10.0,-1.0,10.0,0.0,0.0,1.0,14.0,-70.0,322.0,-4.0,29.0,-4.200000000000003,32.2,33.0,75.0,9.229999999999997,23.1,-4.0,7.0,-30.0,54.0,1.0,7.0,38.0,80.0,-68.0,-26.0,0.0,1.0,1.0,9.0,0.0,2.0,0.0,0.0,21.0,63.0,-21.0,40.0,-42.0,-23.0,-0.10669999999999999,0.1372
75816639,1,1,34,146,0.8439,0.027100000000000013,0.5985,0.05889999999999995,0.5735,0.04169999999999996,0.5833,11.0,158.0,8.0,10.0,1.0,14.0,0.0,0.0,-1.0,10.0,-59.0,480.0,4.0,39.0,-6.219999999999999,34.29,-32.0,106.0,-7.5,26.94,1.0,7.0,38.0,80.0,-4.0,7.0,-30.0,54.0,68.0,26.0,0.0,0.0,0.0,0.0,-2.0,5.0,0.0,0.0,-9.0,14.0,17.0,17.0,26.0,3.0,0.11480000000000001,0.2963
75818582,0,0,26,84,0.6412,-0.011900000000000022,0.5597,-0.041700000000000015,0.4167,-0.017900000000000027,0.3929,-60.0,109.0,-8.0,-6.0,-2.0,11.0,-4.0,4.0,2.0,13.0,-5.0,286.0,-4.0,25.0,5.219999999999999,26.0,33.0,61.0,15.969999999999999,20.22,1.0,6.0,56.0,36.0,10.0,15.0,125.0,161.0,-69.0,-125.0,2.0,1.0,13.0,6.0,0.0,1.0,-1.0,1.0,35.0,63.0,64.0,13.0,29.0,-50.0,0.07060000000000001,0.0149
75818582,1,1,26,84,0.6412,0.1058,0.3464,0.10829999999999995,0.5167,0.1607,0.4643,60.0,-109.0,8.0,6.0,2.0,13.0,-4.0,4.0,-2.0,11.0,55.0,177.0,4.0,31.0,1.8500000000000014,13.62,11.0,36.0,4.290000000000001,9.84,10.0,15.0,125.0,161.0,1.0,6.0,56.0,36.0,69.0,125.0,0.0,0.0,0.0,0.0,2.0,5.0,-1.0,1.0,-3.0,18.0,102.0,86.0,105.0,68.0,0.24689999999999995,0.0976
75823093,0,0,38,135,0.7143,-0.05679999999999996,0.3459,-0.11959999999999998,0.4457,0.0,0.3611,-67.0,-203.0,-26.0,-4.0,0.0,13.0,-4.0,6.0,4.0,17.0,-133.0,340.0,-11.0,41.0,-10.229999999999999,26.15,-4.0,53.0,-2.49,14.97,2.0,13.0,28.0,202.0,12.0,26.0,326.0,430.0,-298.0,-228.0,5.0,2.0,55.0,27.0,2.0,5.0,0.0,0.0,259.0,119.0,32.0,0.0,-227.0,-119.0,-0.0148,0.0318
75823093,1,1,38,133,0.7037,0.09589999999999999,0.5743,0.10870000000000002,0.5,0.08330000000000004,0.5,39.0,248.0,16.0,6.0,3.0,18.0,-4.0,6.0,1.0,12.0,-70.0,572.0,10.0,46.0,-7.880000000000003,31.78,-34.0,101.0,-8.239999999999998,23.06,18.0,22.0,400.0,325.0,6.0,12.0,71.0,156.0,329.0,169.0,3.0,1.0,41.0,17.0,5.0,6.0,-2.0,2.0,40.0,156.0,99.0,218.0,59.0,62.0,0.001299999999999999,0.0134
75825240,0,1,21,64,0.6038,0.08999999999999997,0.38,0.12810000000000005,0.42,0.10709999999999997,0.3929,59.0,140.0,12.0,9.0,5.0,11.0,-2.0,9.0,1.0,8.0,264.0,331.0,15.0,42.0,7.099999999999998,30.09,38.0,61.0,10.149999999999999,15.91,7.0,4.0,82.0,53.0,1.0,16.0,57.0,195.0,25.0,-142.0,0.0,1.0,-15.0,21.0,3.0,1.0,-1.0,2.0,39.0,72.0,10.0,0.0,-29.0,-72.0,-0.13090000000000002,0.2393
75825240,1,0,21,66,0.6226,-0.07940000000000003,0.3052,-0.03190000000000004,0.33,-0.03570000000000001,0.2857,-287.0,-67.0,-17.0,-14.0,0.0,8.0,-1.0,8.0,5.0,12.0,-19.0,278.0,-2.0,33.0,-2.3699999999999974,34.75,38.0,87.0,12.290000000000003,26.77,1.0,16.0,53.0,179.0,5.0,4.0,41.0,60.0,12.0,119.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,30.0,30.0,0.0,92.0,-30.0,62.0,-0.3485,0.478
75825491,0,1,26,97,0.7293,0.13989999999999997,0.4229,0.12450000000000006,0.4891,0.17359999999999998,0.3889,196.0,-33.0,13.0,11.0,4.0,14.0,-5.0,9.0,-3.0,13.0,226.0,307.0,9.0,45.0,7.68,21.93,13.0,75.0,-1.1400000000000006,22.47,-7.0,22.0,-144.0,362.0,-2.0,13.0,-48.0,197.0,-96.0,165.0,-1.0,3.0,24.0,24.0,-3.0,6.0,-1.0,1.0,-36.0,142.0,69.0,68.0,105.0,-74.0,-0.1,0.186
75825491,1,0,26,97,0.7293,-0.0776,0.4683,-0.028700000000000003,0.3696,-0.04859999999999998,0.3611,-196.0,33.0,-13.0,-11.0,-3.0,13.0,-5.0,9.0,4.0,14.0,30.0,340.0,-4.0,34.0,10.850000000000001,26.15,-12.0,94.0,-10.57,31.91,-2.0,13.0,-48.0,197.0,-7.0,22.0,-144.0,362.0,96.0,-165.0,-4.0,5.0,-7.0,32.0,0.0,6.0,-1.0,2.0,-187.0,268.0,-1.0,24.0,186.0,-244.0,0.011099999999999999,0.0344
