pro_target_id,pro_target_owner,pro_target_ships,pro_target_prod,pro_target_priority,pro_target_zone,pro_target_dist_frac,pro_action_type,pro_rank,heur_top_id,heur_top_owner,heur_top_ships,heur_top_prod,heur_top_priority,heur_top_zone,heur_top_dist_frac,heur_n_moves,heur_idle,targets_match,pro_ships_sent,pro_src_owner_ships_total,pro_src_ships,pro_src_prod,episode_id,step,phase,n_players,launch_idx
13,0,17,1,-1.1412854110378217,periphery,0.5763014433470632,enemy,21.0,15.0,0.0,5.0,1.0,2.1186167327446785,easy_target,0.0,5,False,False,5,311,8,5,75927875,124,0.62,2,0
29,0,36,1,-0.46962038740408396,mid,0.08584434816705372,reinforce,,22.0,1.0,25.0,4.0,1.5538996874573456,priority_target,0.1782848640450477,4,False,False,23,353,31,3,75928517,138,0.9139,2,1
11,3,5,2,-0.0003299368245473031,periphery,0.1581409922622632,enemy,4.0,16.0,3.0,113.0,5.0,0.39712666334337615,priority_target,0.05828318705919459,0,True,False,7,299,30,1,75935643,178,0.6096,4,1
15,1,24,2,-0.8425619658910926,rear,0.2889060570232212,reinforce,,23.0,0.0,8.0,3.0,1.4353810510400837,easy_target,0.0,2,False,False,24,731,34,2,75937738,157,0.7734,2,2
32,0,19,3,0.6620344899987582,priority_target,0.08486343702334435,reinforce,2.0,5.0,-1.0,67.0,2.0,0.7311935770609064,hard_far,0.08069990202875732,4,False,False,22,385,22,3,75937738,98,0.4828,2,0
5,1,8,4,0.18884899305466582,periphery,0.297868623345948,enemy,7.0,12.0,1.0,5.0,1.0,2.046387596921908,easy_target,0.08530830093725077,1,False,False,24,131,35,5,75938189,103,0.741,2,1
11,1,27,3,-1.868011165340286,priority_target,0.38467212154440544,enemy,21.0,2.0,1.0,1.0,3.0,3.253896859229152,easy_target,0.2169474734450054,0,True,False,8,102,14,5,75938189,105,0.7554,2,3
18,1,2,1,-0.07015811720272479,contested,0.19971178639512552,enemy,3.0,31.0,-1.0,21.0,1.0,0.4917594619991819,easy_target,0.06741077574055758,2,False,False,2,255,3,1,75939046,137,0.9448,2,20
19,1,31,3,-0.6594087821392263,frontline,0.6190057401706263,reinforce,,2.0,-1.0,19.0,4.0,1.0496676251466133,easy_target,0.12352755928520721,4,False,False,8,413,32,3,75943167,198,0.9252,2,4
6,2,34,3,0.42921764048417,priority_target,0.2334530987654595,enemy,6.0,22.0,1.0,3.0,2.0,3.643761417637198,easy_target,0.16045074411015947,0,True,False,12,53,17,2,75951597,128,0.2565,4,0
1,2,12,3,-0.22226820671866224,priority_target,0.10559747078196355,enemy,8.0,3.0,2.0,14.0,3.0,2.8247602055635017,easy_target,0.2513067564691469,1,False,False,12,53,23,1,75953448,203,0.6527,4,0
25,-1,16,1,-0.9363876917951303,periphery,0.29755513097124625,neutral,10.0,10.0,-1.0,52.0,2.0,1.198708072475579,priority_target,0.10911482506811271,1,False,False,38,244,43,4,75953848,103,0.5787,4,2
4,-1,41,1,-0.692478680500471,isolated,0.35782208994852727,neutral,,,,,,,,,0,True,False,37,843,54,4,75955828,191,0.9502,4,9
5,-1,59,1,-0.32940751615852726,hard_far,0.42459409721624486,neutral,7.0,12.0,0.0,31.0,1.0,1.0291860406537556,contested,0.0,3,False,False,19,399,35,4,75955828,111,0.5522,4,1
26,3,4,2,-0.5603754225592901,isolated,0.59144935203916,reinforce,,4.0,-1.0,24.0,1.0,0.3693164813264064,easy_target,0.09438275601267368,0,True,False,4,667,7,4,75955828,185,0.9204,4,2
19,3,10,4,1.189793752449936,frontline,0.4473160458296887,reinforce,,6.0,-1.0,59.0,1.0,0.6798172978016156,hard_far,0.08125715531080366,4,False,False,2,1202,3,1,75955828,178,0.8856,4,16
12,2,4,4,1.4891877795070196,contested,0.3365592992535536,reinforce,,2.0,0.0,0.0,4.0,3.116198804139896,contested,0.08512794596740055,0,True,False,4,45,4,4,75957597,84,0.4565,4,0
0,0,12,3,-1.2339763518283309,periphery,0.6097114144418991,enemy,12.0,15.0,0.0,16.0,4.0,1.818275796103991,contested,0.14315047390995045,1,False,False,21,316,21,2,75959127,84,0.2772,2,2
1,2,35,5,0.49585044613696566,mid,0.10476809851832641,enemy,,17.0,2.0,42.0,3.0,3.6604260176398142,easy_target,0.0,1,False,False,31,544,31,4,75959429,163,0.9532,4,12
2,1,147,5,0.4247255187987956,mid,0.33429509861579054,reinforce,,17.0,2.0,24.0,3.0,2.5220438720971137,easy_target,0.0,3,False,False,16,750,16,3,75959429,157,0.9181,4,6
25,1,2,2,-0.7930804242856633,isolated,0.28509523775870227,reinforce,,,,,,,,,0,True,False,3,359,3,3,75959429,170,0.9942,4,18
12,1,6,4,0.23513520660767273,mid,0.23852770419527314,reinforce,,,,,,,,,0,True,False,3,359,3,3,75959429,170,0.9942,4,4
31,0,3,1,,,0.07331644925026307,reinforce,,,,,,,,,0,True,False,45,248,45,3,75963839,159,0.9815,4,21
13,1,18,2,0.7004234257531463,easy_target,0.3237289553077717,enemy,11.0,6.0,1.0,49.0,5.0,6.3290326644587225,priority_target,,0,True,False,18,0,65,3,75963839,133,0.821,4,2
2,1,7,2,1.66729743030514,priority_target,0.49881360896369065,enemy,1.0,2.0,1.0,7.0,2.0,1.66729743030514,priority_target,,2,False,True,16,1033,43,2,75964932,121,0.6836,2,0
31,1,30,2,-0.42560517480093907,rear,0.39400239002205195,reinforce,,11.0,2.0,29.0,4.0,3.372916345037745,easy_target,0.09747555307710315,4,False,False,1,261,4,1,75967247,138,0.6935,4,0
32,-1,20,3,0.73270273255819,priority_target,0.283836651316068,neutral,6.0,25.0,-1.0,8.0,5.0,2.0401370490763897,easy_target,0.3069459196819013,1,False,False,25,40,25,1,75970255,27,0.1812,2,0
30,3,3,1,-1.5636963337274958,rear,0.10187732147482617,reinforce,,20.0,0.0,188.0,2.0,-0.17635980944449492,contested,0.07856822173204821,4,False,False,20,1902,20,2,75970563,242,0.8643,4,1
31,3,7,1,-1.2362329298158623,rear,0.17879233986334858,reinforce,,1.0,0.0,492.0,5.0,0.19477651964099335,priority_target,0.09407241895179301,0,True,False,2,1240,2,1,75970563,267,0.9536,4,29
8,3,7,3,-0.39333642085502973,mid,0.09407241895179301,reinforce,,1.0,0.0,492.0,5.0,0.19477651964099335,priority_target,0.09407241895179301,0,True,False,454,1240,454,5,75970563,267,0.9536,4,0
7,-1,35,2,-1.6460690450056226,periphery,0.4601055596066523,neutral,12.0,22.0,1.0,61.0,5.0,1.3496768082106991,priority_target,0.08703752502224021,3,False,False,80,446,80,5,75972657,84,0.5526,2,0
3,1,44,5,-0.9110261702409927,hard_far,0.09415592369158506,enemy,10.0,13.0,-1.0,16.0,1.0,1.616824371368915,easy_target,0.09415592369158506,4,False,False,6,252,6,1,75972841,83,0.5497,2,1
9,1,20,4,-0.23753703024997674,hard_far,0.5504159740961195,enemy,6.0,14.0,1.0,525.0,5.0,0.8031207576888985,priority_target,0.0818700317643944,3,False,False,59,818,95,1,75974716,156,0.6023,4,1
8,0,37,4,0.8747430978082084,priority_target,0.10159142948047685,reinforce,2.0,0.0,1.0,85.0,5.0,3.766326246568542,priority_target,0.0,0,True,False,10,88,10,5,75976337,179,0.8211,2,0
6,2,134,4,-0.004310282536679311,frontline,0.6270429111041346,enemy,,,,,,,,,4,False,False,232,842,232,2,75991087,164,0.6406,4,0
20,3,84,3,0.06387732610656255,isolated,0.10128866788553474,reinforce,,,,,,,,,0,True,False,134,814,134,3,75994516,163,0.8624,4,0
2,0,7,3,0.046225844379051056,contested,0.13691647165068174,enemy,5.0,20.0,0.0,3.0,5.0,1.7660767888325997,contested,0.0,1,False,False,63,577,91,5,75995342,93,0.4366,2,0
0,0,31,3,-0.45323672602606635,hard_far,0.1355970649971264,enemy,3.0,26.0,0.0,6.0,5.0,1.1971731913846293,contested,0.07811437532057793,7,False,False,121,1679,121,5,75995342,156,0.7324,2,1
16,0,86,2,-1.685114943662823,hard_far,0.6739711340362934,enemy,14.0,13.0,2.0,120.0,5.0,2.984649141633489,priority_target,0.08989498243346987,0,True,False,62,352,71,4,75996990,54,0.1444,4,0
4,2,122,3,-0.8428582635400872,hard_far,0.5603477306655535,enemy,8.0,1.0,2.0,28.0,5.0,2.12293142615267,easy_target,0.0,1,False,False,49,435,49,3,75998641,469,0.9399,4,4
10,1,307,3,1.2556944421140124,contested,0.20212337546937892,reinforce,,24.0,2.0,77.0,3.0,1.48357490178818,easy_target,0.22753074244928712,2,False,False,113,582,113,3,75998641,460,0.9218,4,10
18,2,6,3,1.2956173055421383,easy_target,0.5672438021604616,enemy,3.0,13.0,2.0,50.0,3.0,3.289350401160402,priority_target,0.07674025020707252,0,True,False,5,54,7,2,76004820,100,0.4808,4,0
1,-1,56,2,-1.4398713893216184,hard_far,0.2870143492073081,neutral,9.0,13.0,0.0,10.0,2.0,0.5183007403223385,contested,0.12285794652005744,0,True,False,23,181,35,4,76032198,84,0.5385,4,0
11,1,16,3,0.5143557196518642,frontline,0.26012670809856386,enemy,,12.0,1.0,8.0,1.0,1.692211313850002,contested,0.0,1,False,False,4,419,7,4,76032608,67,0.7882,2,9
3,3,189,5,-1.0466382743655958,hard_far,0.7446791026623377,enemy,12.0,5.0,2.0,65.0,5.0,2.4109379103089097,priority_target,0.08977019488349396,2,False,False,31,209,41,5,76041054,90,0.2903,4,0
10,-1,83,2,-0.2043789214064583,hard_far,0.4238542536440467,neutral,14.0,16.0,0.0,64.0,5.0,1.6016841089372211,priority_target,0.1416065198703947,1,False,False,5,73,5,3,76041054,291,0.9387,4,0
11,1,4,2,-1.5465797180540566,rear,0.5045803654033987,reinforce,,0.0,0.0,6.0,5.0,1.4275319964255404,contested,0.12292130661176098,4,False,False,40,599,40,5,76042700,116,0.8169,2,2
4,0,28,4,1.2221340799926153,frontline,0.1434095899470398,enemy,,18.0,0.0,44.0,3.0,2.2223168463656995,priority_target,0.0,5,False,False,3,379,77,5,76045205,119,0.5805,2,2
23,0,11,1,,,0.21171127011994167,enemy,,12.0,0.0,9.0,3.0,2.0796584628463037,easy_target,0.08689006340213556,0,True,False,40,173,40,3,76050389,71,0.5966,2,1
25,3,15,1,0.9036008930797791,frontline,0.3102275203823627,reinforce,,9.0,0.0,36.0,2.0,0.7300689621069776,hard_far,0.1508759403682899,2,False,False,12,991,22,2,76056672,271,0.7699,4,4
12,0,17,3,-0.575085381660692,rear,0.2590117132828692,enemy,,16.0,0.0,11.0,5.0,2.6422223883303624,easy_target,0.0,4,False,False,88,309,88,5,76057451,349,0.762,2,0
1,0,44,5,1.134901787235707,priority_target,0.16080333478977263,reinforce,3.0,13.0,1.0,3.0,3.0,2.62696480933218,easy_target,0.0,3,False,False,32,230,32,5,76057451,264,0.5764,2,0
20,0,6,1,1.0842248505366303,contested,0.11827240758399181,reinforce,,27.0,1.0,10.0,1.0,0.46042342312164375,contested,0.0,0,True,False,32,461,39,3,76057451,124,0.2707,2,0
0,-1,66,1,-0.8687931267031002,hard_far,0.27887320814880256,neutral,7.0,4.0,2.0,6.0,4.0,0.39805848398405846,periphery,0.12400172731193737,0,True,False,10,1054,10,3,76059391,68,0.6182,4,0
1,1,46,5,1.7331578157150418,priority_target,0.3691757759614441,enemy,4.0,15.0,-1.0,30.0,5.0,2.7850939897773572,priority_target,0.1282417678075745,7,False,False,18,298,30,3,76063562,56,0.2523,4,0
13,3,62,2,-2.155384829862614,periphery,0.5396034399885759,enemy,13.0,26.0,3.0,52.0,4.0,0.9957316517916762,priority_target,0.0,4,False,False,140,551,141,5,76063621,152,0.3046,4,1
38,-1,15,1,,,0.6275635074812332,neutral,,15.0,0.0,754.0,5.0,1.3763505729775005,priority_target,0.07595319018943725,2,False,False,109,5933,109,2,76066636,253,0.9036,4,1
29,-1,23,1,-0.05174345095796436,hard_far,0.3865048001074803,neutral,12.0,1.0,0.0,25.0,3.0,1.711414579518579,priority_target,0.15674240903457867,2,False,False,45,126,45,5,76066636,51,0.1821,4,0
6,1,40,4,1.4788992110766102,frontline,0.22983314169228453,reinforce,,2.0,-1.0,49.0,3.0,0.5675223681011146,easy_target,0.09020583951309054,2,False,False,20,278,20,4,76071073,120,0.9524,2,3
3,3,40,4,0.7008773754701579,periphery,0.3881568481255969,enemy,3.0,22.0,2.0,8.0,1.0,2.556453083653091,easy_target,0.07951231858527552,5,False,False,23,79,23,3,76071285,111,0.681,4,0
9,1,56,4,0.1894559029625238,contested,0.195715032253486,enemy,1.0,9.0,1.0,0.0,4.0,0.1894559029625238,contested,,4,False,True,9,863,20,1,76071285,112,0.6871,4,0
8,0,26,2,0.45086695761033435,frontline,0.5254301883914757,reinforce,,15.0,1.0,54.0,5.0,1.4033239843990388,priority_target,0.0,2,False,False,12,145,12,2,76089271,117,0.7905,2,1
5,0,29,3,-1.2402955360321566,hard_far,0.5609834514171629,enemy,11.0,14.0,0.0,10.0,5.0,1.3948144509840605,priority_target,0.13537435746210566,3,False,False,23,325,24,2,76089271,72,0.4865,2,1
10,-1,45,3,-1.5794980575895803,priority_target,0.4049637588693651,neutral,12.0,23.0,1.0,6.0,3.0,0.7379559376272944,periphery,0.2517958567210414,2,False,False,18,323,18,3,76093064,57,0.4222,2,1
2,1,44,3,2.388578835666686,frontline,0.4698536893535208,enemy,,9.0,-1.0,34.0,1.0,0.19504394593589677,periphery,0.08171389458646036,0,True,False,50,226,50,5,76109496,96,0.2623,2,1
8,-1,74,1,-0.23874957343220043,hard_far,0.504372763300742,neutral,6.0,27.0,0.0,75.0,3.0,1.2513788189456347,priority_target,0.07195661146850016,0,True,False,10,290,10,1,76123767,106,0.4818,4,0
26,1,18,3,5.233462910450679,easy_target,0.39795361726748146,reinforce,1.0,26.0,0.0,6.0,3.0,5.233462910450679,easy_target,,1,False,True,10,77,20,1,76123767,93,0.4227,4,0
10,0,223,5,0.48533337850342767,isolated,0.1616199693204245,reinforce,,,,,,,,,2,False,False,1,4192,4,1,76126831,180,0.9524,4,1
7,2,10,3,1.228214783896854,priority_target,0.14673456025667603,enemy,3.0,19.0,2.0,35.0,4.0,1.8167009178349274,priority_target,0.1240699023409072,0,True,False,33,37,35,3,76132264,113,0.4449,4,0
18,2,22,4,0.08639813735538898,contested,0.09086479191997401,reinforce,,14.0,3.0,7.0,1.0,2.1170629863612027,easy_target,0.09731469674599276,0,True,False,21,68,22,3,76132264,147,0.5787,4,1
34,-1,53,1,,,0.18462058832103306,neutral,,5.0,0.0,122.0,4.0,1.3613144876965482,priority_target,0.0,2,False,False,21,582,29,4,76134185,156,0.3126,4,0
21,0,23,3,0.3772743269846911,contested,0.5975884334687914,enemy,6.0,29.0,0.0,14.0,5.0,2.600162827569422,contested,0.10175133187869906,3,False,False,13,340,13,5,76134185,135,0.2705,4,0
14,1,4,1,-0.10795055299465439,mid,0.3522854784030254,enemy,,3.0,2.0,50.0,5.0,1.7349095292631582,priority_target,0.16570005524942508,2,False,False,12,154,12,1,76140744,85,0.3058,4,0
9,1,152,4,-1.185318907572694,hard_far,0.6053888370850108,enemy,4.0,16.0,1.0,20.0,4.0,0.809826530113996,contested,0.2225962766436921,0,True,False,20,565,70,3,76140744,251,0.9029,4,1
12,2,2,1,-1.0741551921681793,rear,0.2832747924921685,reinforce,,26.0,1.0,0.0,1.0,1.1662900537697305,contested,0.22259627664369208,3,False,False,46,357,47,4,76140744,133,0.4784,4,2
1,3,40,3,0.005789818995727308,frontline,0.6610803189622061,reinforce,,15.0,0.0,51.0,5.0,1.2021745845221614,priority_target,0.07661182826078711,0,True,False,12,435,12,4,76147844,93,0.823,4,0
32,3,18,1,-1.6117609140680726,periphery,0.3782554962103863,enemy,23.0,35.0,2.0,14.0,1.0,2.022423893437923,easy_target,0.08848024986715437,2,False,False,22,197,22,1,76156832,87,0.2597,4,0
9,3,149,3,-0.13690222129151175,bastion,0.2665784021486534,reinforce,,12.0,0.0,53.0,2.0,1.5730813979393443,contested,0.1383901541987191,3,False,False,20,1777,20,2,76157049,240,0.8136,4,0
4,0,32,2,0.3743838684202042,contested,0.412736908093458,enemy,1.0,4.0,0.0,32.0,2.0,0.3743838684202042,contested,,0,True,True,36,327,36,2,76157049,182,0.6169,4,0
11,3,37,4,0.016093488850398296,isolated,0.35732645049281553,enemy,,14.0,1.0,24.0,1.0,2.3322922143584166,contested,0.2708250119682437,2,False,False,108,231,17,5,76161698,124,0.2485,4,0
19,0,86,1,-0.2738025558453171,mid,0.15581453801668682,reinforce,,,,,,,,,0,True,False,3,910,8,1,76176665,138,0.9452,2,11
11,0,131,4,-0.35490419601051315,isolated,0.6038353944561786,reinforce,,,,,,,,,0,True,False,7,792,27,1,76176665,120,0.8219,2,9
9,3,14,4,0.6073100941416127,frontline,0.15174912559227552,reinforce,,1.0,1.0,98.0,5.0,2.571567944780331,priority_target,0.1199894978859573,2,False,False,52,1447,62,5,76195833,143,0.9408,4,0
18,1,17,3,0.21482958634063598,frontline,0.45030959982199387,reinforce,,0.0,-1.0,48.0,2.0,0.8811443430068724,easy_target,0.08606640634155467,7,False,False,60,2758,81,1,76202954,111,0.9407,2,0
16,1,3,3,-0.38538040999756806,isolated,0.12445324212054591,reinforce,,5.0,-1.0,28.0,1.0,0.456343595870916,easy_target,0.07078377987546687,7,False,False,289,2051,386,4,76202954,100,0.8475,2,1
17,3,2,1,-1.2903311475942698,periphery,0.5232325444062117,reinforce,9.0,26.0,0.0,33.0,3.0,1.4602512803298997,easy_target,0.08979068202912077,0,True,False,10,321,17,1,76205493,116,0.5714,4,0
22,2,11,1,1.243705205691663,easy_target,0.30264742503045067,enemy,4.0,1.0,-1.0,67.0,4.0,2.6420994484886284,priority_target,0.17636427964165816,1,False,False,23,56,26,2,76207317,47,0.3672,4,0
26,3,31,1,0.21668902896295925,frontline,0.18685344677995533,reinforce,,19.0,1.0,32.0,1.0,0.3316386861914782,contested,0.06585558735885737,6,False,False,10,2656,218,2,76224773,273,0.5471,4,0
15,3,21,1,-1.4681398810207267,hard_far,0.5992456321897035,enemy,22.0,12.0,3.0,20.0,1.0,2.1050519445463354,priority_target,0.0,5,False,False,19,184,19,1,76224773,113,0.2265,4,1
21,2,12,4,-2.7946316114755327,priority_target,0.5594095693173723,enemy,21.0,8.0,-1.0,74.0,4.0,2.4012762550654316,priority_target,0.10665066634542714,3,False,False,62,125,80,2,76227620,86,0.2945,4,1
31,-1,2,1,,,0.07491219883466826,neutral,,8.0,-1.0,74.0,4.0,2.268698607547794,priority_target,0.12297077389974115,2,False,False,72,187,110,4,76227620,74,0.2534,4,0
4,3,243,5,0.1030426338059208,bastion,0.33107745775512254,reinforce,,8.0,0.0,36.0,2.0,2.680862592530172,easy_target,0.08500926298836234,7,False,False,12,1271,12,1,76240675,157,0.3146,4,1
3,0,52,3,1.6289089000955848,contested,0.6110318948435617,enemy,1.0,3.0,0.0,16.0,3.0,1.6289089000955848,contested,,3,False,True,12,2116,22,2,76240675,284,0.5691,4,3
37,1,11,1,1.0185987397014462,easy_target,0.0691996025264768,enemy,5.0,35.0,2.0,14.0,2.0,2.5557470096053154,easy_target,0.12840236504133717,4,False,False,16,193,32,1,76241304,82,0.2939,4,1
9,0,7,2,-0.2175952183407766,mid,0.13095345192420177,enemy,,1.0,0.0,33.0,5.0,3.2593115734152636,priority_target,0.0,1,False,False,34,87,34,5,76241304,64,0.2294,4,0
32,0,28,4,-0.6204912897991854,priority_target,0.36563246594023124,reinforce,15.0,35.0,1.0,1.0,4.0,2.9135567051977724,easy_target,0.0854467000268015,4,False,False,23,292,35,3,76249460,124,0.6739,2,1
27,1,2,2,-1.0958114107228047,rear,0.07440129615285812,reinforce,,11.0,-1.0,26.0,4.0,1.6210712742077082,priority_target,0.17299665708266523,1,False,False,2,35,2,2,76255902,31,0.1867,2,1
20,0,34,2,-0.3977088881109172,mid,0.6130461001258801,reinforce,,,,,,,,,4,False,False,412,1830,413,5,76257210,152,0.7525,4,3
28,0,5,2,-0.15374084851709427,frontline,0.15386085360796561,reinforce,,,,,,,,,5,False,False,58,1881,59,5,76257210,157,0.7772,4,3
15,0,82,2,-0.2740653627748097,bastion,0.0753305323484281,reinforce,,21.0,-1.0,24.0,2.0,0.9494193956436414,priority_target,0.08486528612372458,0,True,False,10,452,20,2,76259847,73,0.3578,2,1
14,0,12,2,-0.3167224658462692,periphery,0.5563128181974336,enemy,14.0,30.0,0.0,25.0,3.0,2.989238241994676,priority_target,0.07951425022126683,2,False,False,4,148,4,2,76259847,163,0.799,2,1
23,1,11,1,0.356601952706212,frontline,0.1989891528663818,reinforce,,7.0,3.0,9.0,3.0,2.1013147280382585,priority_target,0.0,0,True,False,11,282,42,5,76276130,173,0.3467,4,1
5,1,6,3,0.793984696737388,periphery,0.4844706268389155,enemy,3.0,0.0,3.0,81.0,5.0,1.5115057786344372,priority_target,0.08394054593531101,5,False,False,13,325,46,3,76276130,211,0.4228,4,0
6,-1,5,4,1.9024521101915168,easy_target,0.23644007175806173,neutral,1.0,6.0,-1.0,5.0,4.0,1.9024521101915168,easy_target,,2,False,True,6,19,6,5,76281340,15,0.0711,4,0
3,1,1,3,0.756086659129904,easy_target,0.13404962742852447,enemy,2.0,20.0,1.0,5.0,5.0,3.119142758101127,contested,0.11487380544239058,2,False,False,32,702,40,5,76293330,93,0.5602,4,3
22,3,9,1,-0.11604657967515775,frontline,0.5841022177969021,reinforce,,0.0,1.0,177.0,5.0,0.3720001258155782,priority_target,0.08155154488458025,0,True,False,15,398,15,5,76296024,283,0.8899,4,0
6,3,8,4,1.5684484021718386,easy_target,0.3061054527446368,enemy,3.0,2.0,3.0,40.0,5.0,2.741841904848196,easy_target,0.11642922435662711,2,False,False,6,122,6,4,76296024,134,0.4214,4,1
3,3,5,5,0.4027238134305884,isolated,0.682975016336386,reinforce,,,,,,,,,0,True,False,15,2028,15,5,76296024,313,0.9843,4,1
11,1,22,2,-1.0701410328424392,rear,0.4944788861505669,reinforce,,18.0,0.0,14.0,4.0,1.9167190673434016,contested,0.14182799424862116,0,True,False,14,407,24,2,76312376,75,0.6148,2,1
22,-1,21,5,1.9236180893230852,priority_target,0.2513757844084037,neutral,2.0,1.0,-1.0,6.0,4.0,2.110787882130978,contested,0.2028617573536601,2,False,False,22,134,26,5,76319914,39,0.3333,2,0
9,-1,50,1,-1.3655242322632406,rear,0.1321530140854658,neutral,,12.0,1.0,96.0,5.0,2.8670351088358874,priority_target,0.0,1,False,False,7,615,13,5,76319914,93,0.7949,2,6
1,0,7,4,0.14380437891430858,isolated,0.6774583246649687,reinforce,,12.0,1.0,96.0,5.0,2.5833193940558337,priority_target,0.0,3,False,False,16,488,17,4,76319914,90,0.7692,2,4
17,1,18,1,-1.77724535630239,periphery,0.4064408891501007,enemy,15.0,19.0,-1.0,27.0,1.0,0.8763998632236103,priority_target,0.09868156671154434,4,False,False,58,165,59,4,76334869,28,0.1129,4,0
17,1,21,1,0.18108362224973218,contested,0.4980429258463277,reinforce,,12.0,0.0,149.0,5.0,1.695718531495163,priority_target,0.11488783135562222,1,False,False,43,193,44,5,76353192,59,0.285,2,0
4,0,7,2,-0.7376320794866663,isolated,0.11446246637454253,reinforce,,12.0,1.0,23.0,5.0,1.5623429566984512,contested,0.14553030513078705,1,False,False,5,241,5,5,76353192,154,0.744,2,3
10,0,54,3,-0.7612339193203319,periphery,0.1940893927952962,reinforce,5.0,9.0,1.0,1.0,3.0,2.9333064676128764,easy_target,0.0,0,True,False,20,300,69,5,76354266,95,0.4634,2,0
27,3,0,5,0.43639140610471716,mid,0.6347108906421007,enemy,,,,,,,,,2,False,False,18,598,26,2,76358451,153,0.827,4,6
17,2,23,4,0.10037049489738384,mid,0.2644483443221338,reinforce,,11.0,3.0,32.0,3.0,1.3967696107404068,easy_target,0.1233174652385877,2,False,False,11,487,17,5,76358451,151,0.8162,4,6
27,3,31,5,0.6483696199357584,priority_target,0.21070046649461657,enemy,6.0,26.0,2.0,2.0,5.0,2.547684107204337,easy_target,0.2970362902239138,1,False,False,87,154,62,4,76358451,61,0.3297,4,1
6,3,60,2,-0.6456709018965581,contested,0.6207579376851183,enemy,9.0,24.0,3.0,14.0,5.0,2.027719200989251,easy_target,0.08510238901415709,1,False,False,34,214,34,3,76358451,101,0.5459,4,1
11,3,30,3,0.08964686636130512,periphery,0.22574097841749352,reinforce,11.0,22.0,2.0,42.0,5.0,2.7412370403910673,priority_target,0.12146047901755806,6,False,False,16,207,40,5,76358451,133,0.7189,4,0
22,3,117,3,-0.7975196192918825,bastion,0.2171418674997614,reinforce,,12.0,2.0,46.0,5.0,1.6753359338516849,priority_target,0.12223265632205471,3,False,False,61,716,61,1,76359751,139,0.4225,4,0
9,2,61,1,-0.22675133675690778,frontline,0.18730721728148794,reinforce,,19.0,3.0,20.0,1.0,1.7912265321202616,easy_target,0.06984819539769836,2,False,False,28,1051,91,5,76359751,228,0.693,4,0
14,0,21,3,-0.5499360004406467,bastion,0.29280355188291163,reinforce,,15.0,1.0,95.0,3.0,1.1893206072212377,priority_target,0.10553277978390611,4,False,False,13,248,13,4,76360514,86,0.5584,2,1
11,3,8,4,-0.7587374091443669,bastion,0.0950986500370668,reinforce,,2.0,-1.0,62.0,4.0,2.3364414666191453,priority_target,0.18700961310130468,8,False,False,2,159,2,2,76395944,51,0.1022,4,1
25,1,29,3,-1.2477665323376805,rear,0.08983152034092844,reinforce,,17.0,3.0,59.0,5.0,0.8755928580762301,priority_target,0.2420327442110939,3,False,False,4,280,18,4,76395944,75,0.1503,4,3
17,0,5,5,1.9875311526937112,easy_target,0.18577282372192655,enemy,3.0,12.0,0.0,9.0,3.0,3.9209306298491136,easy_target,0.08348740006090002,1,False,False,23,104,36,3,76404318,53,0.2246,4,0
3,-1,47,5,0.8381221185143544,priority_target,0.2623664352777778,neutral,6.0,14.0,2.0,68.0,4.0,2.616682716390357,priority_target,0.12863953402960637,1,False,False,3,92,3,1,76404703,45,0.2419,4,0
8,-1,37,1,-1.570150639568241,hard_far,0.5719762219390693,neutral,13.0,14.0,-1.0,8.0,1.0,1.2006670064040856,easy_target,0.3158481948092994,1,False,False,12,44,12,2,76416544,43,0.1784,4,0
31,2,34,1,-2.077109316957712,periphery,0.5198441818707148,enemy,26.0,28.0,3.0,2.0,1.0,3.5132245246699467,easy_target,0.0,4,False,False,1,139,1,1,76417215,88,0.5432,4,1
9,1,142,4,0.01850718282031033,frontline,0.16719923194240166,reinforce,,1.0,0.0,155.0,4.0,1.1951057092298978,priority_target,0.13339032784541432,3,False,False,49,908,110,4,76421250,194,0.8981,2,8
2,0,27,4,1.3865822858140167,priority_target,0.09194982277736413,enemy,1.0,2.0,0.0,84.0,4.0,1.3865822858140167,priority_target,,4,False,True,36,459,48,5,76421250,72,0.3333,2,0
18,1,56,5,0.5177665877843439,priority_target,0.5184206017128444,enemy,4.0,16.0,3.0,89.0,5.0,1.0671518871680852,priority_target,0.21786789406297716,2,False,False,18,199,33,5,76435455,76,0.322,4,0
1,1,16,1,-0.5398640518664937,isolated,0.1375417247065293,reinforce,,,,,,,,,0,True,False,11,537,16,1,76453508,119,0.8686,2,5
9,1,25,5,2.1628900481448547,easy_target,0.1259295888770328,reinforce,1.0,9.0,3.0,1.0,5.0,2.1628900481448547,easy_target,,1,False,True,13,65,13,1,76475049,58,0.2974,4,0
22,0,53,5,0.495478236151918,priority_target,0.49564950290477383,enemy,3.0,23.0,0.0,43.0,5.0,3.861734995500048,easy_target,0.0,1,False,False,111,353,111,3,76475658,42,0.3307,4,0
16,0,26,2,0.8312335977468646,contested,0.1780022980141987,enemy,2.0,14.0,2.0,12.0,2.0,1.355026857438606,contested,0.25547468325702977,0,True,False,72,283,76,5,76480597,46,0.3286,4,0
