episode_id,omega,n_planets,n_orbital,n_static,orbital_share,prod_total,prod_mean,prod_std,n_neutral_start,neutral_prod_share,mean_inter_dist,min_inter_dist,max_inter_dist,std_inter_dist,sun_blockage_share,home_to_nearest_neutral_median,home_to_home_median,n_home
75854976,0.0264428053112726,28,4,24,0.14285714285714285,60.0,2.142857142857143,0.9897433186107872,28,1.0,55.42276413844191,10.831751562235286,108.33249617668632,24.574373275658818,0.1746031746031746,0.0,0.0,0
75855112,0.03964665549736697,20,4,16,0.2,44.0,2.2,0.7483314773547883,20,1.0,58.81866134828323,11.667978856434472,108.09525942665428,24.568712296273834,0.15789473684210525,0.0,0.0,0
75855494,0.046125811039834305,36,4,32,0.1111111111111111,104.0,2.888888888888889,1.5234788000891208,36,1.0,59.760386819474256,10.417966712056636,121.92475673968417,27.147812924930545,0.1746031746031746,0.0,0.0,0
75856083,0.033134679040868184,32,0,32,0.0,68.0,2.125,0.9270248108869579,32,1.0,61.68747192922387,9.800951740481587,120.28427291244468,27.896888391897765,0.13709677419354838,0.0,0.0,0
75856289,0.038943258041356975,36,4,32,0.1111111111111111,84.0,2.3333333333333335,1.1547005383792515,36,1.0,58.705983127943064,10.829572863525764,119.44173985480998,26.196308634646392,0.1111111111111111,0.0,0.0,0
75856880,0.04342091857440494,32,4,28,0.125,60.0,1.875,0.9270248108869579,32,1.0,58.162493143107724,11.45030975886087,113.44178331566577,25.772704623910137,0.14516129032258066,0.0,0.0,0
75858039,0.03435691244905543,32,0,32,0.0,60.0,1.875,1.2686114456365274,32,1.0,61.728856201245975,9.706976879022854,118.18984819607668,27.245272207388943,0.12903225806451613,0.0,0.0,0
75859612,0.03672900341023345,20,0,20,0.0,56.0,2.8,1.16619037896906,20,1.0,64.13239630786843,14.789686429757696,111.46223999364408,26.377357919309848,0.07368421052631578,0.0,0.0,0
75862353,0.040844219730407375,24,0,24,0.0,68.0,2.8333333333333335,1.3437096247164249,24,1.0,61.48767283916997,11.170076065731893,114.0524309499169,26.725652399380195,0.13043478260869565,0.0,0.0,0
75862477,0.026935090662785016,28,4,24,0.14285714285714285,52.0,1.8571428571428572,0.989743318610787,28,1.0,58.730041817310095,10.075363463234083,109.85443409034517,26.007337245135382,0.164021164021164,0.0,0.0,0
75862678,0.0423989903238068,28,0,28,0.0,96.0,3.4285714285714284,1.3997084244475304,28,1.0,61.526223777354616,12.51859446171649,112.78466180993603,26.566503337428475,0.1111111111111111,0.0,0.0,0
75863121,0.04813789498004327,32,4,28,0.125,100.0,3.125,1.5360257159305635,32,1.0,58.606725104261265,11.996755276096936,112.14415952733616,25.58823308270089,0.12903225806451613,0.0,0.0,0
75863142,0.025650545346577496,20,0,20,0.0,64.0,3.2,1.3266499161421599,20,1.0,62.58878933021297,11.289200853659855,114.30321375222944,26.381867015561113,0.1368421052631579,0.0,0.0,0
75864159,0.0459690020069399,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.594744454934147,36,1.0,60.82196765252724,9.999266307401527,130.04774226750837,27.57114603481321,0.1619047619047619,0.0,0.0,0
75864891,0.03250464920879255,24,0,24,0.0,76.0,3.1666666666666665,1.3437096247164249,24,1.0,61.300010432356274,10.529581614803972,111.4813440090367,26.43917003276964,0.11594202898550725,0.0,0.0,0
75864911,0.03473681141210711,24,4,20,0.16666666666666666,60.0,2.5,1.5,24,1.0,63.97498585302034,12.83039189468576,121.24901840993941,27.2695841580029,0.11594202898550725,0.0,0.0,0
75865456,0.03387118634978206,32,4,28,0.125,68.0,2.125,1.2686114456365274,32,1.0,59.12009301032109,9.771227515063558,119.35992004515415,26.50090462381784,0.1693548387096774,0.0,0.0,0
75866275,0.03526745899207557,36,0,36,0.0,68.0,1.8888888888888888,1.2862041003100253,36,1.0,57.80698547540965,9.140041082068205,122.10164580569352,26.189249794961952,0.14285714285714285,0.0,0.0,0
75867151,0.026863254879359526,24,0,24,0.0,68.0,2.8333333333333335,1.3437096247164249,24,1.0,58.28240755202713,13.15142676476463,98.52512278855608,24.73784684536526,0.10144927536231885,0.0,0.0,0
75870117,0.026743974579422725,20,0,20,0.0,52.0,2.6,1.3564659966250538,20,1.0,59.53242358723605,11.077643484410011,104.1793098132385,26.06621350152216,0.17894736842105263,0.0,0.0,0
75872623,0.02509422236864832,32,4,28,0.125,100.0,3.125,1.5360257159305635,32,1.0,59.52068993285585,12.244518291367882,119.79987541826765,26.07824255088727,0.12903225806451613,0.0,0.0,0
75874543,0.03491464294376518,36,4,32,0.1111111111111111,100.0,2.7777777777777777,1.0304020550550783,36,1.0,59.84567183293912,10.581140364842229,122.2429973682069,27.146324176519727,0.1492063492063492,0.0,0.0,0
75875734,0.0440549954172591,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.4487116456005888,36,1.0,62.421294549402724,9.027928010602539,123.09871223349285,28.306032359295333,0.16825396825396827,0.0,0.0,0
75877534,0.03965122157694662,24,0,24,0.0,84.0,3.5,1.5,24,1.0,59.896532942958785,11.871995831240087,102.8357271442466,25.538392847469286,0.11594202898550725,0.0,0.0,0
75878390,0.025930962540619343,28,0,28,0.0,88.0,3.142857142857143,1.355261854357877,28,1.0,59.50321482489636,11.215516774562209,113.83188614441677,26.236599174017197,0.14285714285714285,0.0,0.0,0
75880085,0.025257043308269236,32,4,28,0.125,104.0,3.25,1.5612494995995996,32,1.0,60.85171216476853,11.866826345355795,124.75557069699948,27.037675060046716,0.14516129032258066,0.0,0.0,0
75882192,0.04724125283752278,28,4,24,0.14285714285714285,80.0,2.857142857142857,1.6413036132965795,28,1.0,58.310268317349795,10.204992504616014,115.77990512129108,26.07616700223206,0.18518518518518517,0.0,0.0,0
75886361,0.02797235762330462,24,0,24,0.0,104.0,4.333333333333333,1.4907119849998596,24,1.0,60.03230053965831,12.359989769598096,113.80759145451935,25.824679266565536,0.13043478260869565,0.0,0.0,0
75888085,0.04494191068571296,32,0,32,0.0,80.0,2.5,1.224744871391589,32,1.0,61.118811403216846,10.217248185453546,121.4178474530322,27.2933872240879,0.13709677419354838,0.0,0.0,0
75888091,0.026674425585040688,28,4,24,0.14285714285714285,76.0,2.7142857142857144,1.4846149779161804,28,1.0,58.84175484802399,10.703821693377375,114.7782867578449,25.30252786316845,0.12169312169312169,0.0,0.0,0
75888282,0.03009388318895309,32,4,28,0.125,84.0,2.625,1.4947825928876748,32,1.0,57.909037974909936,9.342748388406173,112.71667954684459,25.844075739869783,0.1532258064516129,0.0,0.0,0
75890927,0.03941398770121322,24,0,24,0.0,52.0,2.1666666666666665,1.4624940645653537,24,1.0,57.92393978997529,11.335927146119708,104.36380962967743,25.312656145831134,0.15942028985507245,0.0,0.0,0
75890977,0.04162230801212046,28,4,24,0.14285714285714285,68.0,2.4285714285714284,1.0497813183356477,28,1.0,58.43910898350526,9.899804718403983,119.8855933085799,26.12358806847348,0.1746031746031746,0.0,0.0,0
75890978,0.028238616810213814,24,0,24,0.0,56.0,2.3333333333333335,1.4907119849998598,24,1.0,61.82926259797616,10.685467868116842,111.65275639566215,27.042888920957065,0.13043478260869565,0.0,0.0,0
75891081,0.028615663175445026,24,0,24,0.0,76.0,3.1666666666666665,1.674979270186815,24,1.0,60.241868017749795,10.104484031540213,108.46791141634766,26.15000085257374,0.13043478260869565,0.0,0.0,0
75891671,0.0402358168123233,20,4,16,0.2,56.0,2.8,1.6,20,1.0,62.234322360135295,14.705935715975338,120.98154811205025,26.17411541239401,0.1368421052631579,0.0,0.0,0
75891694,0.029179873214748367,24,0,24,0.0,68.0,2.8333333333333335,1.5723301886761005,24,1.0,60.77055792700591,11.666652102589932,109.36209540834639,25.747310734840152,0.11594202898550725,0.0,0.0,0
75892238,0.027016233418530895,32,4,28,0.125,80.0,2.5,1.0,32,1.0,59.98719229138213,9.595147471082269,117.88012435820373,27.086957961777,0.1532258064516129,0.0,0.0,0
75892635,0.03586607647999947,36,0,36,0.0,76.0,2.111111111111111,1.3698697784375504,36,1.0,61.4336579502062,9.669414814102867,121.85649867435288,28.09585632104057,0.14285714285714285,0.0,0.0,0
75895003,0.04411096372691727,32,0,32,0.0,64.0,2.0,1.0,32,1.0,58.98306466778188,9.799389059652613,121.55228797104164,26.5531805642704,0.14516129032258066,0.0,0.0,0
75896280,0.02989744821082844,36,0,36,0.0,88.0,2.4444444444444446,1.5713484026367721,36,1.0,62.33843291414835,10.068162477671665,122.22486229488968,28.331442740741984,0.1492063492063492,0.0,0.0,0
75896918,0.04097315007562388,20,0,20,0.0,60.0,3.0,1.2649110640673518,20,1.0,66.2937702148396,12.89762596182435,118.19511302132389,28.116267831076627,0.11578947368421053,0.0,0.0,0
75897382,0.04587664653731775,20,0,20,0.0,56.0,2.8,1.3266499161421599,20,1.0,66.33794755546631,13.84250255878809,121.88689605528441,27.82673847083849,0.11578947368421053,0.0,0.0,0
75898362,0.03718128362954233,32,4,28,0.125,76.0,2.375,1.3169567191065923,32,1.0,59.24267938920322,10.635271405678466,116.6235789934265,26.35751741317577,0.14516129032258066,0.0,0.0,0
75898624,0.0373953669533781,32,0,32,0.0,88.0,2.75,1.6393596310755,32,1.0,58.96508321200908,9.283238553820885,110.45908843024729,26.73965981207769,0.16129032258064516,0.0,0.0,0
75899584,0.030621127253529543,20,0,20,0.0,40.0,2.0,1.5491933384829668,20,1.0,62.53747342119468,11.23906738171757,101.22054555145762,26.12779539682481,0.11578947368421053,0.0,0.0,0
75899927,0.030555809066962866,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.286204100310025,36,1.0,57.66517281853213,9.383173427377255,106.23840316676979,25.98859074243392,0.1492063492063492,0.0,0.0,0
75900177,0.04044580957446872,32,0,32,0.0,100.0,3.125,1.6153559979150107,32,1.0,60.54153468922301,10.427453606855055,123.19297733568504,27.19342615373695,0.14516129032258066,0.0,0.0,0
75900368,0.040647303362043974,32,0,32,0.0,80.0,2.5,1.4142135623730951,32,1.0,59.6108199304481,9.826970735284316,118.97671234861164,26.324872601301294,0.12096774193548387,0.0,0.0,0
75902356,0.029730410570320002,24,0,24,0.0,60.0,2.5,1.118033988749895,24,1.0,62.90662152684949,10.392618353304648,120.10039024165805,27.284583139008785,0.14492753623188406,0.0,0.0,0
75902962,0.03263152064268449,24,0,24,0.0,84.0,3.5,1.3844373104863459,24,1.0,64.73729676222275,11.712502131358022,119.56683194279374,29.110022898105466,0.15942028985507245,0.0,0.0,0
75904310,0.025571808686488437,32,0,32,0.0,56.0,1.75,1.299038105676658,32,1.0,61.83664520758263,10.20544456959286,121.46709787729361,27.351757849752854,0.12903225806451613,0.0,0.0,0
75905571,0.044161695139489476,20,0,20,0.0,52.0,2.6,1.6248076809271923,20,1.0,60.51965040233975,17.56399225015662,113.67307755018844,24.9165616727286,0.09473684210526316,0.0,0.0,0
75905839,0.03807846244541783,36,4,32,0.1111111111111111,68.0,1.8888888888888888,1.1967032904743342,36,1.0,61.726758502016075,9.089380189309317,123.34256576292066,28.484688653635505,0.1746031746031746,0.0,0.0,0
75907512,0.048611611446190355,24,0,24,0.0,64.0,2.6666666666666665,1.3743685418725535,24,1.0,60.307391519147856,11.47121953544382,124.22265621028608,26.72081894042,0.15942028985507245,0.0,0.0,0
75908481,0.04191295044834625,28,0,28,0.0,76.0,2.7142857142857144,1.749635530559413,28,1.0,59.06094492666301,10.90896182455039,117.14275199553138,25.497307377335446,0.1111111111111111,0.0,0.0,0
75908621,0.02637985933541679,24,0,24,0.0,60.0,2.5,1.5,24,1.0,61.85735463202779,11.592120733335214,116.81235019679247,26.688868224133525,0.13043478260869565,0.0,0.0,0
75909283,0.043153155687848554,32,0,32,0.0,80.0,2.5,1.6583123951777,32,1.0,61.47955749860253,9.503157496427486,126.10253133811018,27.36717789491563,0.13709677419354838,0.0,0.0,0
75909571,0.026562133550974754,36,0,36,0.0,104.0,2.888888888888889,1.1967032904743342,36,1.0,59.764661669864466,10.52402864114678,112.46813769049812,26.34460701055942,0.11746031746031746,0.0,0.0,0
75909889,0.043640824303436236,32,0,32,0.0,72.0,2.25,1.6393596310755,32,1.0,60.609815519691466,9.289163577137757,120.3684034253762,26.793541846747754,0.12903225806451613,0.0,0.0,0
75910069,0.03986701153551506,20,0,20,0.0,60.0,3.0,1.4142135623730951,20,1.0,63.89851952177805,11.676564321227719,112.99621067553385,26.91876238052414,0.1368421052631579,0.0,0.0,0
75910097,0.04107244930955115,24,0,24,0.0,56.0,2.3333333333333335,1.1055415967851334,24,1.0,62.91229210934785,11.281016659161462,118.33330375494859,27.13834462991077,0.11594202898550725,0.0,0.0,0
75910559,0.04715096157152386,28,0,28,0.0,104.0,3.7142857142857144,1.577908716741037,28,1.0,62.036833249582045,11.6295535605226,119.82791693098298,27.206975158190474,0.13227513227513227,0.0,0.0,0
75911154,0.0448980362280005,32,4,28,0.125,112.0,3.5,1.5811388300841898,32,1.0,60.573069361213676,10.624821816823323,127.92767173206143,27.150776008393642,0.16129032258064516,0.0,0.0,0
75911542,0.03300977973542514,28,4,24,0.14285714285714285,56.0,2.0,1.0690449676496976,28,1.0,59.724023627702806,11.121017708695033,119.73912750628554,26.407319204092172,0.14285714285714285,0.0,0.0,0
75911938,0.04614247220547165,24,0,24,0.0,64.0,2.6666666666666665,1.3743685418725535,24,1.0,58.89480991420539,11.571178800166816,110.44086486772328,25.167660554568144,0.13043478260869565,0.0,0.0,0
75912766,0.03226174687937583,20,0,20,0.0,48.0,2.4,0.48989794855663565,20,1.0,65.70776490734353,11.059726468225977,115.2296501037693,27.667573996536515,0.1368421052631579,0.0,0.0,0
75914931,0.048739838084619874,24,0,24,0.0,68.0,2.8333333333333335,1.4624940645653537,24,1.0,61.722437878927096,12.620730613856958,113.14385012652912,26.21266815284828,0.10144927536231885,0.0,0.0,0
75915235,0.038925194078245184,24,4,20,0.16666666666666666,56.0,2.3333333333333335,1.3743685418725535,24,1.0,56.99636449913511,10.452166546734801,109.41995484272086,24.676459972472635,0.17391304347826086,0.0,0.0,0
75918336,0.028852179308455853,24,0,24,0.0,52.0,2.1666666666666665,1.0671873729054748,24,1.0,63.367087178685,9.780735039640728,114.04862538652846,27.713661292312388,0.17391304347826086,0.0,0.0,0
75920012,0.03904511964569306,24,0,24,0.0,72.0,3.0,1.0,24,1.0,60.05626686036719,11.991951291617772,104.80653584826186,25.396209852480332,0.11594202898550725,0.0,0.0,0
75920471,0.04052813989956363,32,4,28,0.125,72.0,2.25,1.299038105676658,32,1.0,60.177567445870615,11.457382200246753,119.95782912036118,26.8558014742788,0.1532258064516129,0.0,0.0,0
75921008,0.03328953904054564,24,4,20,0.16666666666666666,88.0,3.6666666666666665,1.247219128924647,24,1.0,60.070494628127456,11.88374720000867,107.82795194434719,25.455496723633516,0.13043478260869565,0.0,0.0,0
75921657,0.034010112419649664,36,4,32,0.1111111111111111,64.0,1.7777777777777777,0.9162456945817022,36,1.0,57.64514887696328,9.822264593151061,105.47341846187732,25.564246335024148,0.1492063492063492,0.0,0.0,0
75921661,0.04007317142166052,36,4,32,0.1111111111111111,72.0,2.0,1.4142135623730951,36,1.0,58.25103867482085,10.52567310798033,126.2971358612833,26.542025147452865,0.14285714285714285,0.0,0.0,0
75921861,0.03356716879937378,32,4,28,0.125,92.0,2.875,1.3635890143294642,32,1.0,58.55656088037095,9.905242753357507,116.69808071274359,25.793351707290437,0.14516129032258066,0.0,0.0,0
75923421,0.027733749072104647,32,0,32,0.0,72.0,2.25,1.479019945774904,32,1.0,58.210232272808135,9.80821153734739,115.17241886037023,26.15094111174723,0.14516129032258066,0.0,0.0,0
75923998,0.02782129180781867,28,4,24,0.14285714285714285,68.0,2.4285714285714284,1.1780301787479028,28,1.0,59.784925610642254,12.030592764604265,116.02033327000882,25.999222085876657,0.13227513227513227,0.0,0.0,0
75924157,0.035676846286851444,24,0,24,0.0,60.0,2.5,1.3844373104863459,24,1.0,63.52105122317234,10.209717193301163,118.37343398702183,27.820810400915946,0.14492753623188406,0.0,0.0,0
75924167,0.03998934315700714,24,0,24,0.0,60.0,2.5,1.6072751268321592,24,1.0,58.523215278910534,11.256577271179838,112.69486851110702,25.686611635932078,0.13043478260869565,0.0,0.0,0
75924823,0.03686703504589299,28,4,24,0.14285714285714285,96.0,3.4285714285714284,1.3997084244475304,28,1.0,56.65960010050269,11.109020586362684,107.00695079954085,24.42813395107861,0.13227513227513227,0.0,0.0,0
75925168,0.038890439086905246,28,4,24,0.14285714285714285,64.0,2.2857142857142856,1.577908716741037,28,1.0,59.65532131510507,11.279198962893753,105.37983743428556,26.199384931395407,0.12169312169312169,0.0,0.0,0
75926154,0.03556136430969975,32,0,32,0.0,100.0,3.125,1.6153559979150107,32,1.0,62.63176647922474,10.188847930044698,127.71890026233704,28.320654023109846,0.16129032258064516,0.0,0.0,0
75927019,0.042313910850711525,20,4,16,0.2,76.0,3.8,1.1661903789690602,20,1.0,62.797140645803005,13.13656234518254,116.84000416321462,26.516018130337763,0.15789473684210525,0.0,0.0,0
75927245,0.04041608177922537,24,0,24,0.0,64.0,2.6666666666666665,1.699673171197595,24,1.0,65.41673568663654,9.049476165685297,117.67995874261622,28.716214983709552,0.13043478260869565,0.0,0.0,0
75927335,0.0344577105617076,40,4,36,0.1,108.0,2.7,1.3453624047073711,40,1.0,60.17153534000103,10.597420119669248,130.62910717067462,27.143115451775685,0.15384615384615385,0.0,0.0,0
75927373,0.026828427178163625,28,4,24,0.14285714285714285,84.0,3.0,1.5118578920369088,28,1.0,58.15750023935426,10.7908163749064,112.7661880184576,25.90101350239501,0.1746031746031746,0.0,0.0,0
75927389,0.034075891638701505,28,4,24,0.14285714285714285,68.0,2.4285714285714284,1.178030178747903,28,1.0,60.420927750455625,10.994096096242052,105.14634981371837,26.042707754663983,0.13227513227513227,0.0,0.0,0
75927660,0.03711306694986121,28,0,28,0.0,64.0,2.2857142857142856,1.0301575072754257,28,1.0,58.33146343015935,12.489215540379679,109.51093939652519,25.284374622737253,0.1111111111111111,0.0,0.0,0
75927875,0.042156446434406504,28,0,28,0.0,92.0,3.2857142857142856,1.9794866372215745,28,1.0,62.03680120241812,11.370191654880118,120.58464887963848,27.241367159946684,0.14285714285714285,0.0,0.0,0
75928348,0.039047632474345735,40,0,40,0.0,88.0,2.2,1.5362291495737217,40,1.0,62.766789455634495,9.799912601022768,128.0331132747781,28.151611130002582,0.1076923076923077,0.0,0.0,0
75928517,0.0413753828459514,32,4,28,0.125,76.0,2.375,1.4086784586980805,32,1.0,56.175892133916285,10.591768492107382,107.22889545070363,24.558897751988578,0.12096774193548387,0.0,0.0,0
75928760,0.02700702228944477,32,4,28,0.125,72.0,2.25,1.3919410907075054,32,1.0,61.38321127119139,10.3183860491445,121.13718112886384,27.238955996175985,0.12096774193548387,0.0,0.0,0
75929958,0.03729785449827661,36,4,32,0.1111111111111111,60.0,1.6666666666666667,0.6666666666666666,36,1.0,60.47624869834993,10.045467667750303,116.31142109006605,26.941774670224234,0.13015873015873017,0.0,0.0,0
75930440,0.0437720098281646,24,0,24,0.0,76.0,3.1666666666666665,1.4624940645653537,24,1.0,63.616377015033095,11.556904702698963,125.020499986043,28.103172984168314,0.15942028985507245,0.0,0.0,0
75930516,0.03282398140274337,28,4,24,0.14285714285714285,68.0,2.4285714285714284,1.4982983545287878,28,1.0,64.12655022622718,10.10911848535052,126.52292181204938,28.157387632120468,0.12169312169312169,0.0,0.0,0
75930627,0.035384220489943684,20,0,20,0.0,40.0,2.0,1.0954451150103321,20,1.0,66.02698559107681,10.59649595527477,112.05832150955092,29.208428420720697,0.17894736842105263,0.0,0.0,0
75930684,0.042443553489184174,32,4,28,0.125,76.0,2.375,0.9921567416492215,32,1.0,57.93687003627886,11.075340075765785,104.9133561118325,25.045098535248098,0.11290322580645161,0.0,0.0,0
75934343,0.03856737932170316,36,4,32,0.1111111111111111,56.0,1.5555555555555556,0.9558139185602919,36,1.0,60.583212349991435,9.100461031350873,120.04249935337167,27.71655213414814,0.1746031746031746,0.0,0.0,0
75935643,0.025478625252043544,20,0,20,0.0,52.0,2.6,1.624807680927192,20,1.0,63.437082622945105,14.745400006414025,103.62425796835079,26.39885750394239,0.09473684210526316,0.0,0.0,0
75936669,0.028800605478274642,28,4,24,0.14285714285714285,60.0,2.142857142857143,1.124858267715973,28,1.0,58.46170894840599,9.439988693269374,108.52692086882897,25.767126728990675,0.13227513227513227,0.0,0.0,0
75937328,0.02654332233186085,32,0,32,0.0,116.0,3.625,1.5761900266148114,32,1.0,58.446305103373035,11.448270867634864,109.04458685404009,25.37171880902606,0.12096774193548387,0.0,0.0,0
75937738,0.039002517419092865,36,4,32,0.1111111111111111,96.0,2.6666666666666665,1.05409255338946,36,1.0,59.37175696147675,10.400307528602243,119.10987116443404,26.923341731352334,0.15555555555555556,0.0,0.0,0
75938056,0.04547592255737496,32,4,28,0.125,92.0,2.875,1.3635890143294642,32,1.0,60.041638694387885,10.897239535632648,115.8493595925337,26.994250601976674,0.16129032258064516,0.0,0.0,0
75938189,0.04190025585231312,32,0,32,0.0,92.0,2.875,1.6153559979150107,32,1.0,62.74104649201565,9.461694396424926,120.13562530577407,27.867873572407678,0.13709677419354838,0.0,0.0,0
75939046,0.028039983596447347,36,8,28,0.2222222222222222,60.0,1.6666666666666667,1.247219128924647,36,1.0,55.05116165596763,9.214848616116967,104.2629012067992,24.364915926889715,0.1365079365079365,0.0,0.0,0
75940913,0.027370359237166367,28,4,24,0.14285714285714285,68.0,2.4285714285714284,1.4982983545287878,28,1.0,59.7282578843453,10.692611755117289,113.71373099775968,26.217969283911774,0.13227513227513227,0.0,0.0,0
75941101,0.025596522869543142,28,0,28,0.0,68.0,2.4285714285714284,1.0497813183356477,28,1.0,63.877404423524766,9.863681965602723,121.54497313984346,27.789674744196894,0.12169312169312169,0.0,0.0,0
75941873,0.037563201092535026,24,0,24,0.0,68.0,2.8333333333333335,1.4624940645653537,24,1.0,60.44397236672357,10.086764585981285,115.48838408694185,26.199239383060444,0.14492753623188406,0.0,0.0,0
75942176,0.035002274866796246,28,4,24,0.14285714285714285,64.0,2.2857142857142856,1.4846149779161806,28,1.0,55.834804043740846,11.032263156947895,108.52537498999772,24.503430624265366,0.14285714285714285,0.0,0.0,0
75942366,0.029940478247614588,20,0,20,0.0,48.0,2.4,1.3564659966250538,20,1.0,62.53455039500546,13.229633696816746,121.82648256372681,26.239558258290803,0.11578947368421053,0.0,0.0,0
75943024,0.04727675183650369,32,4,28,0.125,96.0,3.0,1.7320508075688772,32,1.0,56.29948620030473,9.34604678444433,117.16685836218605,25.12348523382085,0.1693548387096774,0.0,0.0,0
75943167,0.029874440390200093,20,0,20,0.0,68.0,3.4,1.019803902718557,20,1.0,67.81884663689623,11.43990332294398,128.94191497267124,28.72830997475956,0.11578947368421053,0.0,0.0,0
75943919,0.04690851275065079,24,0,24,0.0,84.0,3.5,1.118033988749895,24,1.0,62.49967414357947,12.627944915071156,114.74869960341636,26.725085154805484,0.10144927536231885,0.0,0.0,0
75947221,0.027178966581725944,24,0,24,0.0,72.0,3.0,1.7320508075688772,24,1.0,63.593414140771294,10.672747940095164,115.78465881193941,28.077213233974444,0.15942028985507245,0.0,0.0,0
75947997,0.039656280706727304,24,0,24,0.0,44.0,1.8333333333333333,0.8975274678557508,24,1.0,60.4777437094197,9.397305401375847,114.26941720059435,26.10016313876832,0.13043478260869565,0.0,0.0,0
75951597,0.03208866672888566,36,4,32,0.1111111111111111,68.0,1.8888888888888888,0.7370277311900888,36,1.0,58.611196615621154,10.618667476089946,112.91384636670071,25.79211062293178,0.11746031746031746,0.0,0.0,0
75952877,0.04720172979059388,24,0,24,0.0,56.0,2.3333333333333335,1.5986105077709065,24,1.0,62.642304691069974,10.425831820912201,118.16183671066864,27.234784670966118,0.14492753623188406,0.0,0.0,0
75953448,0.04668505711601513,20,0,20,0.0,36.0,1.8,0.7483314773547883,20,1.0,63.767361035883255,10.487720983757487,107.05650093610272,27.508432128015553,0.1368421052631579,0.0,0.0,0
75953848,0.026604719187830115,32,4,28,0.125,76.0,2.375,1.1110243021644486,32,1.0,56.584452492775846,11.165267354498015,103.37780057778787,25.07498169110844,0.12903225806451613,0.0,0.0,0
75955697,0.030197706188415087,20,0,20,0.0,44.0,2.2,1.5999999999999999,20,1.0,60.51855714666469,15.984949619835021,106.83213714963317,24.985205886299585,0.07368421052631578,0.0,0.0,0
75955828,0.04067907502534035,32,0,32,0.0,68.0,2.125,1.2686114456365274,32,1.0,57.15352808370212,9.313711632830552,109.33687648457474,25.454670288710272,0.13709677419354838,0.0,0.0,0
75956569,0.04622728605141772,32,4,28,0.125,88.0,2.75,1.1989578808281798,32,1.0,61.478505400398774,10.911998741053434,121.62937561593654,27.478570293776254,0.16129032258064516,0.0,0.0,0
75957576,0.03838695460250892,24,0,24,0.0,68.0,2.8333333333333335,0.6871842709362768,24,1.0,61.11863735645875,11.437537332314028,113.7854492258402,26.093330279912283,0.13043478260869565,0.0,0.0,0
75957597,0.04715058746155065,24,0,24,0.0,68.0,2.8333333333333335,1.0671873729054748,24,1.0,60.47466824240951,12.038909572406189,108.05952054409317,26.156701486091453,0.11594202898550725,0.0,0.0,0
75957995,0.03734039058419254,24,0,24,0.0,52.0,2.1666666666666665,0.8975274678557507,24,1.0,61.50226550820266,9.632795437749056,106.26526717207537,26.68530738016867,0.15942028985507245,0.0,0.0,0
75958272,0.03292768540479049,24,0,24,0.0,52.0,2.1666666666666665,0.3726779962499649,24,1.0,61.93060905077353,10.58325884125133,112.22605969707769,27.117184194939394,0.14492753623188406,0.0,0.0,0
75959127,0.04721579145825337,28,0,28,0.0,68.0,2.4285714285714284,1.4982983545287878,28,1.0,62.152268854060026,9.559045913226715,110.77453347191788,26.860879664547614,0.1111111111111111,0.0,0.0,0
75959329,0.04001546740253144,36,4,32,0.1111111111111111,100.0,2.7777777777777777,1.4740554623801778,36,1.0,57.65140558058258,10.537981996346808,112.23352587591381,25.607850692281698,0.15555555555555556,0.0,0.0,0
75959429,0.025579754673342496,28,4,24,0.14285714285714285,84.0,3.0,1.0690449676496976,28,1.0,62.9983052425674,11.670695286025195,119.98988329377364,27.378589021135856,0.13227513227513227,0.0,0.0,0
75963673,0.049659981330451144,32,4,28,0.125,92.0,2.875,1.5360257159305635,32,1.0,57.633699462774885,10.796127229331647,106.4855958719437,25.187937639622206,0.13709677419354838,0.0,0.0,0
75963835,0.039959629631150684,32,4,28,0.125,64.0,2.0,1.0,32,1.0,59.50628485776655,11.433747489573632,116.92931171419191,26.016392361417005,0.13709677419354838,0.0,0.0,0
75963839,0.02559026465694858,28,4,24,0.14285714285714285,72.0,2.5714285714285716,1.3997084244475302,28,1.0,55.887960752542924,13.301953505662889,99.67699051544167,23.86434888510475,0.1111111111111111,0.0,0.0,0
75963975,0.04421391513302709,20,0,20,0.0,52.0,2.6,1.2000000000000002,20,1.0,62.38472424763294,13.57670897844978,127.22655385242358,26.4209392114423,0.1368421052631579,0.0,0.0,0
75964397,0.049769634432964616,32,4,28,0.125,96.0,3.0,1.3228756555322954,32,1.0,60.173663391589116,10.6462350830532,115.82170986714641,26.26289479901221,0.12096774193548387,0.0,0.0,0
75964594,0.042622764885175204,32,4,28,0.125,84.0,2.625,1.3169567191065923,32,1.0,59.838254188985175,9.72185438901328,112.62831636500687,26.55826964586101,0.1532258064516129,0.0,0.0,0
75964932,0.02532434026048685,20,0,20,0.0,48.0,2.4,1.3564659966250538,20,1.0,60.06398166280698,11.012051933889174,109.3580123482267,25.18190695954089,0.11578947368421053,0.0,0.0,0
75967247,0.03703968816168045,32,4,28,0.125,100.0,3.125,1.5360257159305635,32,1.0,61.38913265787038,10.61017617365023,123.02624371072913,26.990913796073755,0.13709677419354838,0.0,0.0,0
