episode_id,omega,n_planets,n_orbital,orbital_share,size_bucket,mean_orbital_dist_from_sun,max_orbital_dist_from_sun,prod_total,prod_mean,prod_std,n_neutral_start,neutral_prod_share,mean_inter_dist,min_inter_dist,max_inter_dist,std_inter_dist,sun_blockage_share,home_to_nearest_neutral_median,home_to_home_median,n_home
75867151,0.026863254879359526,24,8,0.3333,small,32.65,33.768,68.0,2.8333333333333335,1.3437096247164249,22,0.8824,58.282,13.151,98.525,24.738,0.1014,13.151,96.488,2
75870117,0.026743974579422725,20,8,0.4,small,34.769,36.144,52.0,2.6,1.3564659966250538,18,0.8462,59.532,11.078,104.179,26.066,0.1789,11.99,95.746,2
75872623,0.02509422236864832,32,12,0.375,medium,30.81,35.392,100.0,3.125,1.5360257159305635,30,0.96,59.521,12.245,119.8,26.078,0.129,17.454,98.852,2
75874543,0.03491464294376518,36,16,0.4444,large,34.155,38.119,100.0,2.7777777777777777,1.0304020550550783,34,0.94,59.846,10.581,122.243,27.146,0.1492,12.239,75.998,2
75875734,0.0440549954172591,36,12,0.3333,large,30.661,36.832,76.0,2.111111111111111,1.4487116456005888,34,0.8947,62.421,9.028,123.099,28.306,0.1683,20.959,96.57,2
75877534,0.03965122157694662,24,8,0.3333,small,34.862,37.495,84.0,3.5,1.5,22,0.9524,59.897,11.872,102.836,25.538,0.1159,16.123,102.836,2
75878390,0.025930962540619343,28,12,0.4286,medium,34.556,38.664,88.0,3.142857142857143,1.355261854357877,26,0.9091,59.503,11.216,113.832,26.237,0.1429,12.229,113.832,2
75880085,0.025257043308269236,32,12,0.375,medium,31.073,35.496,104.0,3.25,1.5612494995995996,30,0.9423,60.852,11.867,124.756,27.038,0.1452,11.977,46.798,2
75882192,0.04724125283752278,28,12,0.4286,medium,30.427,34.384,80.0,2.857142857142857,1.6413036132965795,24,0.75,58.31,10.205,115.78,26.076,0.1852,11.649,46.446,4
75886361,0.02797235762330462,24,8,0.3333,small,32.319,33.602,104.0,4.333333333333333,1.4907119849998596,20,0.8077,60.032,12.36,113.808,25.825,0.1304,12.36,67.482,4
75888085,0.04494191068571296,32,12,0.375,medium,33.988,37.665,80.0,2.5,1.224744871391589,30,0.975,61.119,10.217,121.418,27.293,0.1371,10.62,121.418,2
75888091,0.026674425585040688,28,12,0.4286,medium,32.615,37.475,76.0,2.7142857142857144,1.4846149779161804,26,0.9737,58.842,10.704,114.778,25.303,0.1217,17.993,99.154,2
75888282,0.03009388318895309,32,16,0.5,medium,33.849,38.036,84.0,2.625,1.4947825928876748,30,0.9524,57.909,9.343,112.717,25.844,0.1532,11.551,112.717,2
75890927,0.03941398770121322,24,12,0.5,small,34.981,38.833,52.0,2.1666666666666665,1.4624940645653537,22,0.8077,57.924,11.336,104.364,25.313,0.1594,12.178,102.012,2
75890977,0.04162230801212046,28,12,0.4286,medium,31.07,36.211,68.0,2.4285714285714284,1.0497813183356477,26,0.9706,58.439,9.9,119.886,26.124,0.1746,12.37,119.886,2
75890978,0.028238616810213814,24,8,0.3333,small,34.662,35.158,56.0,2.3333333333333335,1.4907119849998598,22,0.8929,61.829,10.685,111.653,27.043,0.1304,13.874,98.852,2
75891081,0.028615663175445026,24,8,0.3333,small,33.483,36.171,76.0,3.1666666666666665,1.674979270186815,22,0.9737,60.242,10.104,108.468,26.15,0.1304,10.104,108.468,2
75891671,0.0402358168123233,20,8,0.4,small,28.934,34.94,56.0,2.8,1.6,18,0.9643,62.234,14.706,120.982,26.174,0.1368,14.706,110.68,2
75891694,0.029179873214748367,24,8,0.3333,small,33.952,34.016,68.0,2.8333333333333335,1.5723301886761005,22,0.8824,60.771,11.667,109.362,25.747,0.1159,16.33,98.339,2
75892238,0.027016233418530895,32,12,0.375,medium,32.549,37.197,80.0,2.5,1.0,30,0.975,59.987,9.595,117.88,27.087,0.1532,9.595,100.642,2
75892635,0.03586607647999947,36,16,0.4444,large,36.612,39.899,76.0,2.111111111111111,1.3698697784375504,34,0.9737,61.434,9.669,121.856,28.096,0.1429,9.669,78.881,2
75895003,0.04411096372691727,32,20,0.625,medium,36.905,41.983,64.0,2.0,1.0,28,0.875,58.983,9.799,121.552,26.553,0.1452,11.741,85.95,4
75896280,0.02989744821082844,36,16,0.4444,large,36.045,39.517,88.0,2.4444444444444446,1.5713484026367721,34,0.9773,62.338,10.068,122.225,28.331,0.1492,10.068,122.225,2
75896918,0.04097315007562388,20,4,0.2,small,33.603,33.603,60.0,3.0,1.2649110640673518,18,0.8333,66.294,12.898,118.195,28.116,0.1158,12.898,118.195,2
75897382,0.04587664653731775,20,4,0.2,small,29.363,29.363,56.0,2.8,1.3266499161421599,18,0.8929,66.338,13.843,121.887,27.827,0.1158,22.447,58.726,2
75898362,0.03718128362954233,32,12,0.375,medium,32.111,35.97,76.0,2.375,1.3169567191065923,30,0.9474,59.243,10.635,116.624,26.358,0.1452,10.635,51.152,2
75898624,0.0373953669533781,32,16,0.5,medium,35.705,40.749,88.0,2.75,1.6393596310755,30,0.9773,58.965,9.283,110.459,26.74,0.1613,12.448,81.499,2
75899584,0.030621127253529543,20,4,0.2,small,31.368,31.368,40.0,2.0,1.5491933384829668,16,0.9,62.537,11.239,101.221,26.128,0.1158,11.239,69.945,4
75899927,0.030555809066962866,36,20,0.5556,large,36.036,41.019,76.0,2.111111111111111,1.286204100310025,34,0.9737,57.665,9.383,106.238,25.989,0.1492,9.383,75.602,2
75900177,0.04044580957446872,32,12,0.375,medium,34.104,37.3,100.0,3.125,1.6153559979150107,30,0.96,60.542,10.427,123.193,27.193,0.1452,10.427,58.204,2
75900368,0.040647303362043974,32,12,0.375,medium,33.305,36.298,80.0,2.5,1.4142135623730951,30,0.975,59.611,9.827,118.977,26.325,0.121,9.827,72.596,2
75902356,0.029730410570320002,24,8,0.3333,small,31.791,34.328,60.0,2.5,1.118033988749895,20,0.8,62.907,10.393,120.1,27.285,0.1449,10.393,72.471,4
75902962,0.03263152064268449,24,8,0.3333,small,33.647,34.614,84.0,3.5,1.3844373104863459,22,0.9048,64.737,11.713,119.567,29.11,0.1594,11.906,109.399,2
75904310,0.025571808686488437,32,12,0.375,medium,35.389,39.211,56.0,1.75,1.299038105676658,28,0.9286,61.837,10.205,121.467,27.352,0.129,10.205,55.453,4
75905571,0.044161695139489476,20,8,0.4,small,32.824,32.946,52.0,2.6,1.6248076809271923,16,0.6923,60.52,17.564,113.673,24.917,0.0947,17.564,46.246,4
75905839,0.03807846244541783,36,16,0.4444,large,34.45,39.808,68.0,1.8888888888888888,1.1967032904743342,34,0.9706,61.727,9.089,123.343,28.485,0.1746,9.893,103.626,2
75907512,0.048611611446190355,24,12,0.5,small,34.758,37.104,64.0,2.6666666666666665,1.3743685418725535,22,0.875,60.307,11.471,124.223,26.721,0.1594,14.767,103.44,2
75908481,0.04191295044834625,28,12,0.4286,medium,33.187,36.921,76.0,2.7142857142857144,1.749635530559413,24,0.9474,59.061,10.909,117.143,25.497,0.1111,10.909,52.214,4
75908621,0.02637985933541679,24,8,0.3333,small,32.286,33.2,60.0,2.5,1.5,22,0.9667,61.857,11.592,116.812,26.689,0.1304,11.592,116.812,2
75909283,0.043153155687848554,32,12,0.375,medium,32.765,36.643,80.0,2.5,1.6583123951777,30,0.925,61.48,9.503,126.103,27.367,0.1371,15.878,96.126,2
75909571,0.026562133550974754,36,12,0.3333,large,34.062,36.767,104.0,2.888888888888889,1.1967032904743342,32,0.9615,59.765,10.524,112.468,26.345,0.1175,10.624,51.997,4
75909889,0.043640824303436236,32,12,0.375,medium,33.431,35.996,72.0,2.25,1.6393596310755,30,0.8611,60.61,9.289,120.368,26.794,0.129,14.426,102.365,2
75910069,0.03986701153551506,20,8,0.4,small,36.838,38.057,60.0,3.0,1.4142135623730951,16,0.9333,63.899,11.677,112.996,26.919,0.1368,11.677,79.9,4
75910097,0.04107244930955115,24,8,0.3333,small,34.854,37.601,56.0,2.3333333333333335,1.1055415967851334,20,0.8571,62.912,11.281,118.333,27.138,0.1159,13.684,45.406,4
75910559,0.04715096157152386,28,12,0.4286,medium,35.05,37.796,104.0,3.7142857142857144,1.577908716741037,26,0.9423,62.037,11.63,119.828,27.207,0.1323,13.405,70.904,2
75911154,0.0448980362280005,32,12,0.375,medium,29.437,33.741,112.0,3.5,1.5811388300841898,28,0.8214,60.573,10.625,127.928,27.151,0.1613,14.599,67.425,4
75911542,0.03300977973542514,28,12,0.4286,medium,32.308,37.435,56.0,2.0,1.0690449676496976,24,0.7143,59.724,11.121,119.739,26.407,0.1429,13.136,70.043,4
75911938,0.04614247220547165,24,12,0.5,small,33.851,35.771,64.0,2.6666666666666665,1.3743685418725535,22,0.9688,58.895,11.571,110.441,25.168,0.1304,11.571,60.157,2
75912766,0.03226174687937583,20,4,0.2,small,31.939,31.939,48.0,2.4,0.48989794855663565,18,0.9167,65.708,11.06,115.23,27.668,0.1368,22.707,96.979,2
75914931,0.048739838084619874,24,8,0.3333,small,34.448,36.23,68.0,2.8333333333333335,1.4624940645653537,22,0.8824,61.722,12.621,113.144,26.213,0.1014,16.629,96.873,2
75915235,0.038925194078245184,24,12,0.5,small,31.318,35.269,56.0,2.3333333333333335,1.3743685418725535,22,0.8571,56.996,10.452,109.42,24.676,0.1739,10.452,49.775,2
75918336,0.028852179308455853,24,8,0.3333,small,34.355,36.964,52.0,2.1666666666666665,1.0671873729054748,22,0.8462,63.367,9.781,114.049,27.714,0.1739,11.729,73.927,2
75920012,0.03904511964569306,24,8,0.3333,small,33.37,35.332,72.0,3.0,1.0,22,0.8889,60.056,11.992,104.807,25.396,0.1159,11.992,101.416,2
75920471,0.04052813989956363,32,12,0.375,medium,32.466,35.7,72.0,2.25,1.299038105676658,28,0.8333,60.178,11.457,119.958,26.856,0.1532,11.765,37.153,4
75921008,0.03328953904054564,24,8,0.3333,small,31.724,36.627,88.0,3.6666666666666665,1.247219128924647,20,0.7727,60.07,11.884,107.828,25.455,0.1304,14.199,71.552,4
75921657,0.034010112419649664,36,16,0.4444,large,32.539,38.948,64.0,1.7777777777777777,0.9162456945817022,34,0.9375,57.645,9.822,105.473,25.564,0.1492,10.14,65.58,2
75921661,0.04007317142166052,36,20,0.5556,large,34.713,40.227,72.0,2.0,1.4142135623730951,34,0.9722,58.251,10.526,126.297,26.542,0.1429,10.772,80.372,2
75921861,0.03356716879937378,32,12,0.375,medium,29.889,35.237,92.0,2.875,1.3635890143294642,28,0.8696,58.557,9.905,116.698,25.793,0.1452,13.722,72.672,4
75923421,0.027733749072104647,32,16,0.5,medium,33.972,38.449,72.0,2.25,1.479019945774904,28,0.9444,58.21,9.808,115.172,26.151,0.1452,12.411,81.439,4
75923998,0.02782129180781867,28,12,0.4286,medium,33.225,37.367,68.0,2.4285714285714284,1.1780301787479028,24,0.8824,59.785,12.031,116.02,25.999,0.1323,13.947,82.039,4
75924157,0.035676846286851444,24,8,0.3333,small,32.427,34.28,60.0,2.5,1.3844373104863459,20,0.9333,63.521,10.21,118.373,27.821,0.1449,10.21,83.703,4
75924167,0.03998934315700714,24,12,0.5,small,35.183,37.963,60.0,2.5,1.6072751268321592,20,0.9333,58.523,11.257,112.695,25.687,0.1304,14.759,50.111,4
75924823,0.03686703504589299,28,12,0.4286,medium,30.016,35.989,96.0,3.4285714285714284,1.3997084244475304,24,0.8333,56.66,11.109,107.007,24.428,0.1323,18.329,67.596,4
75925168,0.038890439086905246,28,12,0.4286,medium,35.001,38.91,64.0,2.2857142857142856,1.577908716741037,24,0.8125,59.655,11.279,105.38,26.199,0.1217,11.279,72.222,4
75926154,0.03556136430969975,32,12,0.375,medium,34.213,36.852,100.0,3.125,1.6153559979150107,28,0.8,62.632,10.189,127.719,28.321,0.1613,11.95,41.825,4
75927019,0.042313910850711525,20,8,0.4,small,32.583,38.684,76.0,3.8,1.1661903789690602,18,0.9474,62.797,13.137,116.84,26.516,0.1579,25.485,104.717,2
75927245,0.04041608177922537,24,4,0.1667,small,29.964,29.964,64.0,2.6666666666666665,1.699673171197595,20,0.9375,65.417,9.049,117.68,28.716,0.1304,9.049,80.417,4
75927335,0.0344577105617076,40,16,0.4,large,32.406,37.916,108.0,2.7,1.3453624047073711,36,0.963,60.172,10.597,130.629,27.143,0.1538,10.716,53.621,4
75927373,0.026828427178163625,28,12,0.4286,medium,29.424,33.819,84.0,3.0,1.5118578920369088,24,0.8095,58.158,10.791,112.766,25.901,0.1746,12.225,47.827,4
75927389,0.034075891638701505,28,8,0.2857,medium,30.912,36.159,68.0,2.4285714285714284,1.178030178747903,24,0.8235,60.421,10.994,105.146,26.043,0.1323,10.994,74.35,4
75927660,0.03711306694986121,28,12,0.4286,medium,34.225,36.491,64.0,2.2857142857142856,1.0301575072754257,26,0.9062,58.331,12.489,109.511,25.284,0.1111,12.489,96.855,2
75927875,0.042156446434406504,28,8,0.2857,medium,32.006,32.736,92.0,3.2857142857142856,1.9794866372215745,26,0.8913,62.037,11.37,120.585,27.241,0.1429,11.37,65.472,2
75928348,0.039047632474345735,40,12,0.3,large,35.173,36.859,88.0,2.2,1.5362291495737217,36,0.8182,62.767,9.8,128.033,28.152,0.1077,10.819,69.159,4
75928517,0.0413753828459514,32,16,0.5,medium,33.188,36.854,76.0,2.375,1.4086784586980805,30,0.9474,56.176,10.592,107.229,24.559,0.121,15.109,97.047,2
75928760,0.02700702228944477,32,12,0.375,medium,33.201,36.895,72.0,2.25,1.3919410907075054,28,0.8333,61.383,10.318,121.137,27.239,0.121,10.702,85.657,4
75929958,0.03729785449827661,36,16,0.4444,large,35.308,38.053,60.0,1.6666666666666667,0.6666666666666666,34,0.9667,60.476,10.045,116.311,26.942,0.1302,17.2,99.017,2
75930440,0.0437720098281646,24,8,0.3333,small,33.717,35.734,76.0,3.1666666666666665,1.4624940645653537,22,0.9474,63.616,11.557,125.02,28.103,0.1594,13.989,97.718,2
75930516,0.03282398140274337,28,8,0.2857,medium,31.533,38.897,68.0,2.4285714285714284,1.4982983545287878,26,0.9412,64.127,10.109,126.523,28.157,0.1217,17.784,48.336,2
75930627,0.035384220489943684,20,4,0.2,small,39.05,39.05,40.0,2.0,1.0954451150103321,18,0.8,66.027,10.596,112.058,29.208,0.1789,13.354,78.1,2
75930684,0.042443553489184174,32,12,0.375,medium,30.683,37.21,76.0,2.375,0.9921567416492215,30,0.8947,57.937,11.075,104.913,25.045,0.1129,13.44,74.42,2
75934343,0.03856737932170316,36,16,0.4444,large,34.7,39.43,56.0,1.5555555555555556,0.9558139185602919,32,0.9286,60.583,9.1,120.042,27.717,0.1746,9.1,84.883,4
75935643,0.025478625252043544,20,4,0.2,small,35.273,35.273,52.0,2.6,1.624807680927192,16,0.6923,63.437,14.745,103.624,26.399,0.0947,16.215,73.273,4
75936669,0.028800605478274642,28,12,0.4286,medium,33.175,37.298,60.0,2.142857142857143,1.124858267715973,26,0.9,58.462,9.44,108.527,25.767,0.1323,13.029,100.64,2
75937328,0.02654332233186085,32,12,0.375,medium,32.784,35.551,116.0,3.625,1.5761900266148114,28,0.8621,58.446,11.448,109.045,25.372,0.121,17.339,67.765,4
75937738,0.039002517419092865,36,16,0.4444,large,32.532,36.361,96.0,2.6666666666666665,1.05409255338946,34,0.9583,59.372,10.4,119.11,26.923,0.1556,10.4,71.571,2
75938056,0.04547592255737496,32,12,0.375,medium,32.712,36.439,92.0,2.875,1.3635890143294642,30,0.8913,60.042,10.897,115.849,26.994,0.1613,14.102,95.751,2
75938189,0.04190025585231312,32,8,0.25,medium,31.53,32.914,92.0,2.875,1.6153559979150107,30,0.9348,62.741,9.462,120.136,27.868,0.1371,15.916,95.916,2
75939046,0.028039983596447347,36,20,0.5556,large,32.732,39.773,60.0,1.6666666666666667,1.247219128924647,34,0.9667,55.051,9.215,104.263,24.365,0.1365,9.215,56.622,2
75940913,0.027370359237166367,28,12,0.4286,medium,32.561,36.994,68.0,2.4285714285714284,1.4982983545287878,26,0.9706,59.728,10.693,113.714,26.218,0.1323,10.735,110.26,2
75941101,0.025596522869543142,28,8,0.2857,medium,31.762,34.45,68.0,2.4285714285714284,1.0497813183356477,24,0.8235,63.877,9.864,121.545,27.79,0.1217,16.802,68.888,4
75941873,0.037563201092535026,24,12,0.5,small,34.45,37.914,68.0,2.8333333333333335,1.4624940645653537,22,0.9706,60.444,10.087,115.488,26.199,0.1449,10.087,108.2,2
75942176,0.035002274866796246,28,16,0.5714,medium,33.697,37.609,64.0,2.2857142857142856,1.4846149779161806,26,0.875,55.835,11.032,108.525,24.503,0.1429,11.853,50.872,2
75942366,0.029940478247614588,20,8,0.4,small,33.311,33.409,48.0,2.4,1.3564659966250538,18,0.9583,62.535,13.23,121.826,26.24,0.1158,13.23,66.819,2
75943024,0.04727675183650369,32,16,0.5,medium,31.6,34.611,96.0,3.0,1.7320508075688772,28,0.875,56.299,9.346,117.167,25.123,0.1694,11.515,47.952,4
75943167,0.029874440390200093,20,4,0.2,small,31.506,31.506,68.0,3.4,1.019803902718557,18,0.8824,67.819,11.44,128.942,28.728,0.1158,21.853,97.378,2
75943919,0.04690851275065079,24,8,0.3333,small,35.705,35.911,84.0,3.5,1.118033988749895,22,0.9048,62.5,12.628,114.749,26.725,0.1014,12.628,96.831,2
75947221,0.027178966581725944,24,8,0.3333,small,34.749,37.437,72.0,3.0,1.7320508075688772,20,0.8889,63.593,10.673,115.785,28.077,0.1594,14.369,69.389,4
75947997,0.039656280706727304,24,12,0.5,small,35.121,38.482,44.0,1.8333333333333333,0.8975274678557508,20,0.9091,60.478,9.397,114.269,26.1,0.1304,9.397,54.421,4
75951597,0.03208866672888566,36,16,0.4444,large,34.732,37.693,68.0,1.8888888888888888,0.7370277311900888,32,0.8235,58.611,10.619,112.914,25.792,0.1175,12.614,70.393,4
75952877,0.04720172979059388,24,8,0.3333,small,35.239,35.66,56.0,2.3333333333333335,1.5986105077709065,20,0.9286,62.642,10.426,118.162,27.235,0.1449,12.79,73.612,4
75953448,0.04668505711601513,20,4,0.2,small,35.051,35.051,36.0,1.8,0.7483314773547883,16,0.7778,63.767,10.488,107.057,27.508,0.1368,11.194,71.276,4
75953848,0.026604719187830115,32,16,0.5,medium,34.01,38.2,76.0,2.375,1.1110243021644486,28,0.7895,56.584,11.165,103.378,25.075,0.129,11.42,46.84,4
75955697,0.030197706188415087,20,8,0.4,small,35.207,35.899,44.0,2.2,1.5999999999999999,18,0.9545,60.519,15.985,106.832,24.985,0.0737,15.985,71.799,2
75955828,0.04067907502534035,32,16,0.5,medium,34.579,38.634,68.0,2.125,1.2686114456365274,28,0.8235,57.154,9.314,109.337,25.455,0.1371,11.775,77.313,4
75956569,0.04622728605141772,32,12,0.375,medium,31.337,36.982,88.0,2.75,1.1989578808281798,30,0.9318,61.479,10.912,121.629,27.479,0.1613,12.266,47.55,2
75957576,0.03838695460250892,24,8,0.3333,small,33.376,34.743,68.0,2.8333333333333335,0.6871842709362768,20,0.8824,61.119,11.438,113.785,26.093,0.1304,15.58,80.458,4
75957597,0.04715058746155065,24,8,0.3333,small,31.49,33.656,68.0,2.8333333333333335,1.0671873729054748,20,0.8824,60.475,12.039,108.06,26.157,0.1159,12.77,73.561,4
75957995,0.03734039058419254,24,8,0.3333,small,34.841,38.931,52.0,2.1666666666666665,0.8975274678557507,22,0.9615,61.502,9.633,106.265,26.685,0.1594,9.633,99.253,2
75958272,0.03292768540479049,24,8,0.3333,small,33.093,35.222,52.0,2.1666666666666665,0.3726779962499649,20,0.8462,61.931,10.583,112.226,27.117,0.1449,10.583,69.348,4
75959127,0.04721579145825337,28,8,0.2857,medium,32.22,36.211,68.0,2.4285714285714284,1.4982983545287878,26,0.8824,62.152,9.559,110.775,26.861,0.1111,14.376,56.457,2
75959329,0.04001546740253144,36,16,0.4444,large,31.84,35.874,100.0,2.7777777777777777,1.4740554623801778,32,0.96,57.651,10.538,112.234,25.608,0.1556,18.228,69.439,4
75959429,0.025579754673342496,28,8,0.2857,medium,31.503,37.062,84.0,3.0,1.0690449676496976,24,0.7619,62.998,11.671,119.99,27.379,0.1323,14.816,69.792,4
75963673,0.049659981330451144,32,12,0.375,medium,30.699,35.405,92.0,2.875,1.5360257159305635,28,0.7826,57.634,10.796,106.486,25.188,0.1371,11.044,50.07,4
75963835,0.039959629631150684,32,12,0.375,medium,32.081,36.645,64.0,2.0,1.0,28,0.9375,59.506,11.434,116.929,26.016,0.1371,13.091,82.682,4
75963839,0.02559026465694858,28,12,0.4286,medium,30.839,34.857,72.0,2.5714285714285716,1.3997084244475302,24,0.8333,55.888,13.302,99.677,23.864,0.1111,13.302,32.636,4
75963975,0.04421391513302709,20,8,0.4,small,31.905,34.813,52.0,2.6,1.2000000000000002,18,0.8462,62.385,13.577,127.227,26.421,0.1368,16.006,57.995,2
75964397,0.049769634432964616,32,12,0.375,medium,32.385,35.869,96.0,3.0,1.3228756555322954,28,0.9583,60.174,10.646,115.822,26.263,0.121,12.334,49.328,4
75964594,0.042622764885175204,32,12,0.375,medium,30.707,36.031,84.0,2.625,1.3169567191065923,28,0.8571,59.838,9.722,112.628,26.558,0.1532,10.325,44.126,4
75964932,0.02532434026048685,20,8,0.4,small,33.075,34.195,48.0,2.4,1.3564659966250538,18,0.9583,60.064,11.012,109.358,25.182,0.1158,11.012,109.358,2
75967247,0.03703968816168045,32,12,0.375,medium,31.024,34.635,100.0,3.125,1.5360257159305635,28,0.92,61.389,10.61,123.026,26.991,0.1371,11.757,33.872,4
75969960,0.028313181023832363,36,16,0.4444,large,33.225,36.391,84.0,2.3333333333333335,1.49071198499986,34,0.9762,58.245,10.483,118.487,25.879,0.1302,10.483,69.974,2
75970255,0.040470390267116144,36,16,0.4444,large,35.526,38.995,76.0,2.111111111111111,1.2862041003100253,34,0.9737,61.756,10.257,120.523,27.562,0.1302,12.463,99.495,2
75970330,0.027004379437040617,24,12,0.5,small,34.922,38.597,76.0,3.1666666666666665,1.3437096247164249,22,0.9474,60.312,11.8,114.634,26.777,0.1739,11.8,55.776,2
75970563,0.03295677999301888,40,16,0.4,large,30.481,36.628,92.0,2.3,1.3453624047073711,36,0.913,58.406,9.205,117.789,26.105,0.1487,10.814,83.289,4
75972657,0.04209196062732794,28,8,0.2857,medium,31.153,31.941,72.0,2.5714285714285716,1.178030178747903,26,0.9444,61.481,10.177,109.768,26.614,0.1217,10.874,109.768,2
75972841,0.025402570981038427,28,12,0.4286,medium,30.517,36.646,80.0,2.857142857142857,1.355261854357877,26,0.975,58.763,11.331,118.65,26.081,0.1852,13.316,102.787,2
75974716,0.03156019846560136,28,8,0.2857,medium,34.083,37.578,68.0,2.4285714285714284,1.498298354528788,24,0.7647,62.994,10.429,120.119,27.422,0.1323,10.974,84.937,4
75976337,0.04315113499889227,24,8,0.3333,small,33.935,34.652,76.0,3.1666666666666665,1.6749792701868151,22,0.8684,61.376,12.091,114.428,26.551,0.1304,14.367,96.33,2
75979513,0.04813624891785792,20,4,0.2,small,34.855,34.855,60.0,3.0,1.4142135623730951,18,0.9333,66.566,12.382,115.915,27.835,0.1158,19.218,99.836,2
75984949,0.033018789983529404,32,12,0.375,medium,33.455,37.054,108.0,3.375,1.4947825928876748,30,0.9074,61.077,11.348,122.203,26.946,0.129,11.348,54.644,2
75991087,0.044085986938317494,20,8,0.4,small,33.289,36.547,56.0,2.8,1.469693845669907,16,0.8571,60.868,13.309,112.039,25.383,0.1158,13.309,71.807,4
75994516,0.041257709443572044,32,12,0.375,medium,35.563,37.294,80.0,2.5,0.7071067811865476,28,0.9,60.907,11.335,117.383,26.619,0.121,11.342,52.742,4
75995072,0.03258769535721081,32,16,0.5,medium,37.333,41.014,80.0,2.5,1.4142135623730951,28,0.95,60.46,9.436,120.971,27.32,0.1532,9.436,58.003,4
75995342,0.04238680933892533,36,12,0.3333,large,33.465,36.901,104.0,2.888888888888889,1.6629588385661962,34,0.9423,62.475,10.597,131.837,27.79,0.1175,17.536,97.445,2
75995655,0.044458274734955956,28,12,0.4286,medium,35.376,36.575,100.0,3.5714285714285716,1.6781914463529615,24,0.8,59.469,11.973,115.078,26.108,0.1429,11.973,47.667,4
75996990,0.040536586478683564,24,8,0.3333,small,32.479,34.591,76.0,3.1666666666666665,1.3437096247164249,20,0.7895,59.434,12.053,100.947,25.096,0.1159,12.053,71.328,4
75997234,0.04225330755035417,28,8,0.2857,medium,31.281,32.169,92.0,3.2857142857142856,1.385051387833237,26,0.913,63.056,10.447,123.861,27.542,0.1217,23.069,95.79,2
75997519,0.04079349745071467,20,8,0.4,small,33.399,36.128,48.0,2.4,1.2000000000000002,16,0.9167,61.726,10.546,114.956,25.989,0.1368,18.132,81.286,4
75998277,0.04311176509889012,32,16,0.5,medium,30.911,36.744,64.0,2.0,1.224744871391589,30,0.9688,56.381,9.557,116.855,24.946,0.1532,9.557,44.198,2
75998641,0.04387609416008857,28,12,0.4286,medium,29.922,33.682,80.0,2.857142857142857,1.124858267715973,24,0.85,57.316,11.614,106.915,24.502,0.1111,18.395,75.4,4
75998767,0.04892230752605863,32,12,0.375,medium,31.324,37.496,80.0,2.5,1.3228756555322954,28,0.75,59.312,9.833,113.574,26.009,0.129,12.285,70.234,4
75999774,0.030998994360327423,28,12,0.4286,medium,32.676,38.299,88.0,3.142857142857143,1.4568627181693672,26,0.8864,58.834,10.472,111.311,25.667,0.1323,13.21,104.807,2
76003630,0.03941382096594348,28,12,0.4286,medium,35.289,38.307,96.0,3.4285714285714284,1.3997084244475304,24,0.7917,60.633,11.446,112.18,26.534,0.1323,13.153,54.174,4
76004820,0.038571576222667915,32,12,0.375,medium,28.092,31.221,64.0,2.0,0.8660254037844386,28,0.9375,58.01,10.853,113.624,25.148,0.129,17.571,69.436,4
76011170,0.03853801570096391,20,4,0.2,small,31.401,31.401,32.0,1.6,0.7999999999999999,16,0.875,66.46,10.598,117.164,28.842,0.1158,21.041,44.408,4
76012428,0.04034897255662923,32,16,0.5,medium,36.341,39.075,56.0,1.75,0.9682458365518543,30,0.9643,59.722,9.869,119.147,26.865,0.1532,9.869,77.633,2
76020372,0.046918098807804745,28,8,0.2857,medium,30.236,35.491,92.0,3.2857142857142856,1.385051387833237,26,0.9783,62.407,11.349,113.457,27.028,0.1217,11.541,49.96,2
76022872,0.03572057679450939,28,12,0.4286,medium,35.928,38.99,64.0,2.2857142857142856,0.6998542122237651,26,0.9375,59.839,10.251,112.842,26.429,0.1429,11.457,97.569,2
76023273,0.034066098701175065,32,12,0.375,medium,32.139,36.669,92.0,2.875,1.2686114456365274,30,0.9348,60.063,11.948,116.293,26.213,0.121,11.948,105.449,2
76032198,0.045707356400047035,24,8,0.3333,small,35.722,36.579,72.0,3.0,1.0,20,0.7778,61.743,12.959,109.796,26.313,0.1014,17.375,68.164,4
76032608,0.04466196319327077,28,12,0.4286,medium,29.971,33.583,88.0,3.142857142857143,1.5518257844571735,26,0.8864,60.545,10.698,125.897,27.16,0.1534,10.698,46.444,2
76039927,0.04018000180273139,28,12,0.4286,medium,32.962,36.241,96.0,3.4285714285714284,1.4982983545287878,24,0.7917,58.151,10.273,114.152,26.044,0.164,13.055,69.712,4
76041054,0.02967793379371205,28,12,0.4286,medium,33.187,38.545,100.0,3.5714285714285716,1.498298354528788,24,0.96,57.807,10.867,105.314,25.061,0.1111,10.867,54.511,4
76042700,0.02948340272156852,28,8,0.2857,medium,32.079,32.438,100.0,3.5714285714285716,1.293626448305345,26,0.9,63.875,10.983,124.238,28.172,0.1429,23.135,94.84,2
76042942,0.039302672150312024,24,8,0.3333,small,31.753,35.78,48.0,2.0,1.1547005383792515,22,0.9167,60.9,11.749,116.592,25.836,0.1304,14.216,97.415,2
76044105,0.04776169113124739,32,12,0.375,medium,35.473,39.94,76.0,2.375,1.653594569415369,28,0.9474,62.575,10.164,119.293,28.411,0.1532,10.518,79.085,4
