uuid,numeric
48788a6e-4f68-11f1-9708-0242ac130202,76516585
f4b0e930-4f85-11f1-ad56-0242ac130204,76527854
be30e34e-4f88-11f1-a525-0242ac130204,76528949
ecb93c2a-4fa1-11f1-90a9-0242ac130203,76538468
7afdb830-4fa2-11f1-82e5-0242ac130202,76538658
22aff7d2-4fb7-11f1-90b1-0242ac130204,76546430
af53523e-4fca-11f1-aab5-0242ac130202,76559251
85e94a48-500b-11f1-a9c4-0242ac130203,76593975
790c44c0-5019-11f1-a828-0242ac130203,76601546
c2fa9f9a-5033-11f1-b450-0242ac130205,76615970
294cf434-5041-11f1-9ecf-0242ac130204,76623067
a0ed95ae-5053-11f1-9d7c-0242ac130204,76632857
3c990344-505e-11f1-ac3f-0242ac130204,76638881
a7f91d06-506b-11f1-a460-0242ac130203,76645729
8d62041e-5082-11f1-a0c0-0242ac130202,76657754
e7aa4216-509a-11f1-970d-0242ac130203,76670723
27dfe604-50a2-11f1-b9c3-0242ac130203,76674529
d1811f7a-50b1-11f1-902e-0242ac130203,76682997
8e7a5bf4-50b8-11f1-933b-0242ac130202,76686494
39a47c3a-50cd-11f1-bfdc-0242ac130204,76697550
8644ee00-5125-11f1-82ff-0242ac130203,76744055
