episode_id,player_idx,n_steps_total,t_soft,t_hard,phase_t_soft,phase_t_hard,direction,t_window_start,window_size,final_label,consistent,sanity_ok
76258762,0,151,97,100,0.6467,0.6667,loss,67,30,0,1,1
76258762,1,151,97,100,0.6467,0.6667,win,67,30,1,1,1
76259847,0,205,158,180,0.7745,0.8824,win,117,41,1,1,1
76259847,1,205,158,180,0.7745,0.8824,loss,117,41,0,1,1
76275892,0,142,95,129,0.6738,0.9149,win,67,28,1,1,1
76275892,1,142,95,129,0.6738,0.9149,loss,67,28,0,1,1
76312376,0,123,86,104,0.7049,0.8525,loss,62,24,0,1,1
76312376,1,123,84,104,0.6885,0.8525,win,60,24,1,1,1
76319914,0,118,56,85,0.4786,0.7265,win,33,23,1,1,1
76319914,1,118,56,85,0.4786,0.7265,loss,33,23,0,1,1
76324976,0,155,94,123,0.6104,0.7987,win,63,31,1,1,1
76324976,1,155,94,123,0.6104,0.7987,loss,63,31,0,1,1
76338445,0,281,123,159,0.4393,0.5679,win,67,56,1,1,1
76338445,1,281,124,159,0.4429,0.5679,loss,68,56,0,1,1
76341498,0,185,105,150,0.5707,0.8152,win,68,37,1,1,1
76341498,1,185,105,150,0.5707,0.8152,loss,68,37,0,1,1
76344335,0,216,125,156,0.5814,0.7256,loss,82,43,0,1,1
76344335,1,216,122,156,0.5674,0.7256,win,79,43,1,1,1
76353192,0,208,127,156,0.6135,0.7536,win,86,41,1,1,1
76353192,1,208,127,156,0.6135,0.7536,loss,86,41,0,1,1
76354266,0,206,127,172,0.6195,0.839,win,86,41,1,1,1
76354266,1,206,130,172,0.6341,0.839,loss,89,41,0,1,1
76360514,0,155,95,125,0.6169,0.8117,loss,64,31,0,1,1
76360514,1,155,93,125,0.6039,0.8117,win,62,31,1,1,1
76364693,0,187,88,125,0.4731,0.672,loss,51,37,0,1,1
76364693,1,187,80,125,0.4301,0.672,win,43,37,1,1,1
76369073,0,222,187,196,0.8462,0.8869,win,143,44,1,1,1
76369073,1,222,187,196,0.8462,0.8869,loss,143,44,0,1,1
76369368,0,202,136,154,0.6766,0.7662,win,96,40,1,1,1
76369368,1,202,136,154,0.6766,0.7662,loss,96,40,0,1,1
76397269,0,286,199,235,0.6982,0.8246,loss,142,57,0,1,1
76397269,1,286,199,235,0.6982,0.8246,win,142,57,1,1,1
76408494,0,108,65,92,0.6075,0.8598,loss,44,21,0,1,1
76408494,1,108,64,92,0.5981,0.8598,win,43,21,1,1,1
76421250,0,217,158,188,0.7315,0.8704,loss,115,43,0,1,1
76421250,1,217,158,188,0.7315,0.8704,win,115,43,1,1,1
76448561,0,211,130,171,0.619,0.8143,loss,88,42,0,1,1
76448561,1,211,129,171,0.6143,0.8143,win,87,42,1,1,1
76451682,0,124,104,108,0.8455,0.878,win,80,24,1,1,1
76451682,1,124,104,108,0.8455,0.878,loss,80,24,0,1,1
76453508,0,138,101,112,0.7372,0.8175,loss,74,27,0,1,1
76453508,1,138,94,112,0.6861,0.8175,win,67,27,1,1,1
76481945,0,114,50,82,0.4425,0.7257,win,28,22,1,1,1
76481945,1,114,50,82,0.4425,0.7257,loss,28,22,0,1,1
76501532,0,194,123,174,0.6373,0.9016,win,85,38,1,1,1
76501532,1,194,123,174,0.6373,0.9016,loss,85,38,0,1,1
76509046,0,217,132,175,0.6111,0.8102,loss,89,43,0,1,1
76509046,1,217,132,175,0.6111,0.8102,win,89,43,1,1,1
76527854,0,150,81,93,0.5436,0.6242,loss,51,30,0,1,1
76527854,1,150,81,93,0.5436,0.6242,win,51,30,1,1,1
76528949,0,125,91,117,0.7339,0.9435,loss,66,25,0,1,1
76528949,1,125,91,117,0.7339,0.9435,win,66,25,1,1,1
76559251,0,291,218,255,0.7517,0.8793,loss,160,58,0,1,1
76559251,1,291,215,255,0.7414,0.8793,win,157,58,1,1,1
76601546,0,112,80,92,0.7207,0.8288,win,58,22,1,1,1
76601546,1,112,80,92,0.7207,0.8288,loss,58,22,0,1,1
76670723,0,139,88,131,0.6377,0.9493,win,61,27,1,1,1
76670723,1,139,101,131,0.7319,0.9493,loss,74,27,0,1,1
