seed,w_wnn_close_res,w_mean_dist_all,w_ships,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,n_our_final,n_sub_final,match_time_sec
7,0.4,-0.6,0.0,1,-1,1,0,183,4650,0,24,0,12.7
2,0.4,-0.6,1.0,1,-1,1,0,161,2206,0,24,0,5.7
3,0.4,-0.6,1.0,-1,1,0,0,151,0,761,0,28,9.8
4,0.4,-0.6,1.0,1,-1,1,0,172,5606,0,38,0,11.7
5,0.4,-0.6,1.0,-1,1,0,0,137,0,5035,0,32,11.9
7,0.4,-0.6,1.0,-1,1,0,0,186,0,861,0,28,14.3
9,0.4,-0.6,1.0,-1,1,0,0,107,0,459,0,26,6.4
6,0.4,-0.6,1.0,-1,1,0,0,171,0,879,0,36,22.9
8,0.4,-0.6,1.0,1,-1,1,0,199,5224,0,32,0,20.5
1,0.4,-0.4,-0.9,1,-1,1,0,164,3296,0,36,0,13.9
0,0.4,-0.4,-0.9,1,-1,1,0,230,6183,0,32,0,17.8
6,0.4,-0.4,-0.9,-1,1,0,0,143,0,739,0,32,11.6
5,0.4,-0.4,-0.9,-1,1,0,0,138,0,596,0,32,12.7
3,0.4,-0.4,-0.9,-1,1,0,0,179,0,1841,0,36,24.8
2,0.4,-0.4,-0.9,1,-1,1,0,267,4203,0,36,0,33.0
8,0.4,-0.4,-0.9,-1,1,0,0,118,0,687,0,24,8.9
7,0.4,-0.4,-0.9,-1,1,0,0,105,0,794,0,32,11.4
4,0.4,-0.4,-0.9,-1,1,0,0,226,0,1540,0,40,27.1
9,0.4,-0.4,-0.9,-1,1,0,0,161,0,369,0,28,10.0
0,0.4,-0.4,-0.7,-1,1,0,0,169,0,680,0,40,18.1
2,0.4,-0.4,-0.7,1,-1,1,0,203,2946,0,32,0,16.5
3,0.4,-0.4,-0.7,-1,1,0,0,196,0,2219,0,32,18.1
4,0.4,-0.4,-0.7,-1,1,0,0,188,0,2827,0,32,16.9
1,0.4,-0.4,-0.7,-1,1,0,0,225,0,3749,0,32,25.5
5,0.4,-0.4,-0.7,1,-1,1,0,229,2483,0,20,0,11.5
8,0.4,-0.4,-0.7,1,-1,1,0,160,2829,0,34,0,9.5
9,0.4,-0.4,-0.7,-1,1,0,0,116,0,498,0,28,9.2
7,0.4,-0.4,-0.7,1,-1,1,0,189,3589,0,32,0,14.3
6,0.4,-0.4,-0.7,1,-1,1,0,186,6774,0,32,0,18.3
0,0.4,-0.4,-0.5,-1,1,0,0,199,0,959,0,20,12.0
5,0.4,-0.4,-0.5,1,-1,1,0,139,2047,0,20,0,5.5
4,0.4,-0.4,-0.5,-1,1,0,0,167,0,3021,0,28,12.0
3,0.4,-0.4,-0.5,-1,1,0,0,226,0,614,0,23,15.9
6,0.4,-0.4,-0.5,1,-1,1,0,168,2744,0,33,0,8.3
2,0.4,-0.4,-0.5,1,-1,1,0,185,5816,0,36,0,20.8
1,0.4,-0.4,-0.5,-1,1,0,0,221,0,992,0,36,25.6
0,0.4,-0.4,-0.3,-1,1,0,0,146,0,753,0,20,4.9
9,0.4,-0.4,-0.5,-1,1,0,0,141,0,637,0,26,14.0
2,0.4,-0.4,-0.3,-1,1,0,0,184,0,374,0,22,8.8
7,0.4,-0.4,-0.5,-1,1,0,0,183,0,2439,0,40,23.7
3,0.4,-0.4,-0.3,-1,1,0,0,135,0,680,0,28,10.8
4,0.4,-0.4,-0.3,-1,1,0,0,129,0,2222,0,28,9.8
8,0.4,-0.4,-0.5,-1,1,0,0,256,0,583,0,35,31.6
1,0.4,-0.4,-0.3,-1,1,0,0,244,0,1406,0,32,26.7
7,0.4,-0.4,-0.3,1,-1,1,0,182,2485,0,30,0,10.2
5,0.4,-0.4,-0.3,-1,1,0,0,240,0,920,0,24,17.7
9,0.4,-0.4,-0.3,1,-1,1,0,154,3203,0,36,0,7.2
8,0.4,-0.4,-0.3,1,-1,1,0,157,3545,0,32,0,9.4
1,0.4,-0.4,0.0,1,-1,1,0,196,1120,0,20,0,8.0
6,0.4,-0.4,-0.3,-1,1,0,0,203,0,747,0,29,20.3
5,0.4,-0.4,0.0,1,-1,1,0,134,2431,0,24,0,6.0
0,0.4,-0.4,0.0,-1,1,0,0,187,0,2001,0,24,16.2
4,0.4,-0.4,0.0,-1,1,0,0,141,0,3417,0,28,8.1
2,0.4,-0.4,0.0,-1,1,0,0,173,0,1189,0,32,14.3
3,0.4,-0.4,0.0,1,-1,1,0,207,3486,0,36,0,25.3
9,0.4,-0.4,0.0,-1,1,0,0,149,0,1692,0,28,13.2
7,0.4,-0.4,0.0,-1,1,0,0,166,0,1702,0,36,16.0
8,0.4,-0.4,0.0,-1,1,0,0,143,0,2835,0,36,15.0
0,0.4,-0.4,1.0,-1,1,0,0,106,0,485,0,30,6.8
2,0.4,-0.4,1.0,-1,1,0,0,133,0,452,0,23,6.4
6,0.4,-0.4,0.0,-1,1,0,0,275,0,1562,0,28,23.5
1,0.4,-0.4,1.0,1,-1,1,0,143,4192,0,32,0,8.4
5,0.4,-0.4,1.0,-1,1,0,0,115,0,740,0,28,7.5
3,0.4,-0.4,1.0,-1,1,0,0,152,0,876,0,32,18.3
7,0.4,-0.4,1.0,-1,1,0,0,106,0,1626,0,36,11.6
9,0.4,-0.4,1.0,-1,1,0,0,95,0,284,0,25,5.4
8,0.4,-0.4,1.0,1,-1,1,0,202,2413,0,24,0,11.0
6,0.4,-0.4,1.0,-1,1,0,0,153,0,668,0,36,19.3
0,0.4,-0.2,-0.9,-1,1,0,0,151,0,1610,0,20,7.6
2,0.4,-0.2,-0.9,1,-1,1,0,162,1964,0,28,0,6.9
4,0.4,-0.2,-0.9,-1,1,0,0,109,0,1732,0,24,6.0
4,0.4,-0.4,1.0,-1,1,0,0,257,0,1311,0,40,31.0
1,0.4,-0.2,-0.9,1,-1,1,0,154,3994,0,40,0,16.3
5,0.4,-0.2,-0.9,-1,1,0,0,140,0,3665,0,32,11.9
6,0.4,-0.2,-0.9,-1,1,0,0,150,0,4167,0,32,11.6
8,0.4,-0.2,-0.9,-1,1,0,0,136,0,536,0,28,8.8
7,0.4,-0.2,-0.9,1,-1,1,0,196,4788,0,28,0,17.5
1,0.4,-0.2,-0.7,1,-1,1,0,171,4598,0,24,0,7.5
0,0.4,-0.2,-0.7,1,-1,1,0,245,3929,0,28,0,19.4
3,0.4,-0.2,-0.7,-1,1,0,0,134,0,2099,0,28,11.3
4,0.4,-0.2,-0.7,1,-1,1,0,105,3339,0,32,0,5.2
9,0.4,-0.2,-0.9,-1,1,0,0,234,0,2306,0,32,26.9
2,0.4,-0.2,-0.7,1,-1,1,0,141,5383,0,40,0,18.1
5,0.4,-0.2,-0.7,1,-1,1,0,109,618,0,22,0,3.5
3,0.4,-0.2,-0.9,1,-1,1,0,383,6130,0,36,0,47.5
6,0.4,-0.2,-0.7,-1,1,0,0,159,0,532,0,24,8.7
9,0.4,-0.2,-0.7,1,-1,1,0,145,2484,0,28,0,9.6
8,0.4,-0.2,-0.7,-1,1,0,0,146,0,647,0,30,13.0
0,0.4,-0.2,-0.5,1,-1,1,0,270,4015,0,28,0,14.2
7,0.4,-0.2,-0.7,1,-1,1,0,193,5635,0,36,0,21.6
2,0.4,-0.2,-0.5,-1,1,0,0,154,0,683,0,37,15.2
5,0.4,-0.2,-0.5,-1,1,0,0,92,0,221,0,18,4.2
4,0.4,-0.2,-0.5,-1,1,0,0,145,0,1460,0,28,11.1
3,0.4,-0.2,-0.5,-1,1,0,0,164,0,1034,0,40,17.4
7,0.4,-0.2,-0.5,-1,1,0,0,176,0,1129,0,28,9.8
6,0.4,-0.2,-0.5,-1,1,0,0,168,0,1285,0,36,13.2
8,0.4,-0.2,-0.5,-1,1,0,0,207,0,534,0,20,11.3
1,0.4,-0.2,-0.5,1,-1,1,0,261,4514,0,40,0,37.0
2,0.4,-0.2,-0.3,-1,1,0,0,217,0,1668,0,20,9.3
0,0.4,-0.2,-0.3,1,-1,1,0,199,3183,0,32,0,14.6
3,0.4,-0.2,-0.3,1,-1,1,0,184,3671,0,28,0,10.4
1,0.4,-0.2,-0.3,-1,1,0,0,161,0,597,0,34,18.3
5,0.4,-0.2,-0.3,1,-1,1,0,168,2529,0,28,0,9.2
4,0.4,-0.2,-0.3,1,-1,1,0,150,5058,0,28,0,10.9
9,0.4,-0.2,-0.5,1,-1,1,0,231,4334,0,40,0,32.1
6,0.4,-0.2,-0.3,-1,1,0,0,229,0,1867,0,24,11.3
8,0.4,-0.2,-0.3,-1,1,0,0,151,0,654,0,24,8.9
9,0.4,-0.2,-0.3,-1,1,0,0,238,0,2547,0,24,14.6
0,0.4,-0.2,0.0,-1,1,0,0,124,0,2008,0,36,14.8
2,0.4,-0.2,0.0,-1,1,0,0,127,0,3046,0,32,11.5
1,0.4,-0.2,0.0,1,-1,1,0,147,5994,0,36,0,14.3
7,0.4,-0.2,-0.3,-1,1,0,0,205,0,803,0,32,24.7
7,0.4,-0.2,0.0,-1,1,0,0,146,0,3327,0,24,8.3
6,0.4,-0.2,0.0,-1,1,0,0,161,0,582,0,24,9.8
3,0.4,-0.2,0.0,1,-1,1,0,174,3076,0,39,0,20.2
8,0.4,-0.2,0.0,1,-1,1,0,125,3581,0,24,0,6.9
4,0.4,-0.2,0.0,1,-1,1,0,168,4474,0,38,0,23.7
1,0.4,-0.2,1.0,-1,1,0,0,87,0,137,0,13,4.7
9,0.4,-0.2,0.0,-1,1,0,0,170,0,2366,0,32,15.2
2,0.4,-0.2,1.0,-1,1,0,0,91,0,221,0,24,7.8
3,0.4,-0.2,1.0,-1,1,0,0,160,0,637,0,28,11.2
5,0.4,-0.2,0.0,-1,1,0,0,259,0,725,0,36,34.7
5,0.4,-0.2,1.0,-1,1,0,0,115,0,1078,0,32,10.7
0,0.4,-0.2,1.0,-1,1,0,0,191,0,4301,0,32,27.9
7,0.4,-0.2,1.0,1,-1,1,0,227,2036,0,24,0,10.6
6,0.4,-0.2,1.0,-1,1,0,0,140,0,830,0,32,14.5
9,0.4,-0.2,1.0,-1,1,0,0,127,0,1897,0,20,6.3
2,0.6,-0.8,-0.9,-1,1,0,0,148,0,456,0,24,8.1
0,0.6,-0.8,-0.9,-1,1,0,0,228,0,1343,0,28,14.6
1,0.6,-0.8,-0.9,-1,1,0,0,132,0,840,0,32,12.4
4,0.4,-0.2,1.0,1,-1,1,0,293,5934,0,36,0,38.0
3,0.6,-0.8,-0.9,1,-1,1,0,159,2891,0,32,0,6.6
6,0.6,-0.8,-0.9,1,-1,1,0,133,5171,0,32,0,7.2
8,0.4,-0.2,1.0,1,-1,1,0,283,7356,0,32,0,31.9
8,0.6,-0.8,-0.9,-1,1,0,0,142,0,444,0,23,7.5
9,0.6,-0.8,-0.9,1,-1,1,0,179,2654,0,28,0,9.1
5,0.6,-0.8,-0.9,-1,1,0,0,204,0,2140,0,36,24.8
7,0.6,-0.8,-0.9,1,-1,1,0,207,6681,0,32,0,25.4
0,0.6,-0.8,-0.7,1,-1,1,0,161,4116,0,30,0,11.8
1,0.6,-0.8,-0.7,1,-1,1,0,163,3244,0,30,0,11.4
2,0.6,-0.8,-0.7,1,-1,1,0,161,3858,0,39,0,16.8
5,0.6,-0.8,-0.7,-1,1,0,0,154,0,404,0,27,9.9
6,0.6,-0.8,-0.7,1,-1,1,0,161,2030,0,24,0,7.9
4,0.6,-0.8,-0.9,1,-1,1,0,363,3421,0,34,0,49.8
8,0.6,-0.8,-0.7,1,-1,1,0,92,1263,0,27,0,4.7
4,0.6,-0.8,-0.7,1,-1,1,0,250,2436,0,32,0,27.2
3,0.6,-0.8,-0.7,1,-1,1,0,197,4628,0,36,0,28.8
0,0.6,-0.8,-0.5,-1,1,0,0,123,0,570,0,23,6.5
9,0.6,-0.8,-0.7,1,-1,1,0,187,4342,0,32,0,20.2
2,0.6,-0.8,-0.5,1,-1,1,0,153,5200,0,36,0,13.2
1,0.6,-0.8,-0.5,-1,1,0,0,152,0,1732,0,32,14.4
7,0.6,-0.8,-0.7,1,-1,1,0,219,3205,0,36,0,34.8
3,0.6,-0.8,-0.5,1,-1,1,0,217,2722,0,24,0,17.3
4,0.6,-0.8,-0.5,-1,1,0,0,177,0,789,0,28,9.8
5,0.6,-0.8,-0.5,-1,1,0,0,189,0,681,0,20,11.3
7,0.6,-0.8,-0.5,1,-1,1,0,145,2921,0,28,0,8.5
6,0.6,-0.8,-0.5,-1,1,0,0,248,0,851,0,24,16.0
8,0.6,-0.8,-0.5,-1,1,0,0,106,0,528,0,26,10.5
1,0.6,-0.8,-0.3,-1,1,0,0,125,0,565,0,24,6.3
0,0.6,-0.8,-0.3,-1,1,0,0,145,0,1326,0,28,10.0
9,0.6,-0.8,-0.5,-1,1,0,0,145,0,613,0,30,16.0
5,0.6,-0.8,-0.3,-1,1,0,0,136,0,711,0,24,7.7
2,0.6,-0.8,-0.3,1,-1,1,0,185,6718,0,36,0,20.1
7,0.6,-0.8,-0.3,-1,1,0,0,156,0,625,0,30,13.4
6,0.6,-0.8,-0.3,-1,1,0,0,251,0,545,0,24,18.5
8,0.6,-0.8,-0.3,-1,1,0,0,151,0,724,0,28,12.3
3,0.6,-0.8,-0.3,1,-1,1,0,231,5874,0,40,0,36.1
4,0.6,-0.8,-0.3,-1,1,0,0,268,0,790,0,35,34.0
9,0.6,-0.8,-0.3,-1,1,0,0,152,0,631,0,28,12.6
0,0.6,-0.8,0.0,-1,1,0,0,142,0,1049,0,32,14.0
2,0.6,-0.8,0.0,-1,1,0,0,145,0,1511,0,24,10.6
3,0.6,-0.8,0.0,1,-1,1,0,223,3998,0,24,0,11.6
5,0.6,-0.8,0.0,1,-1,1,0,178,3426,0,34,0,13.6
7,0.6,-0.8,0.0,-1,1,0,0,140,0,499,0,23,9.2
4,0.6,-0.8,0.0,-1,1,0,0,220,0,2432,0,28,20.6
6,0.6,-0.8,0.0,1,-1,1,0,191,2776,0,28,0,15.9
0,0.6,-0.8,1.0,1,-1,1,0,100,1595,0,38,0,6.2
1,0.6,-0.8,0.0,1,-1,1,0,237,5464,0,36,0,34.7
9,0.6,-0.8,0.0,-1,1,0,0,131,0,721,0,25,10.3
8,0.6,-0.8,0.0,1,-1,1,0,148,4042,0,36,0,16.7
5,0.6,-0.8,1.0,1,-1,1,0,162,3237,0,32,0,10.3
2,0.6,-0.8,1.0,1,-1,1,0,206,8388,0,28,0,16.2
3,0.6,-0.8,1.0,1,-1,1,0,188,4079,0,40,0,15.8
7,0.6,-0.8,1.0,1,-1,1,0,164,5257,0,32,0,10.9
8,0.6,-0.8,1.0,1,-1,1,0,148,5497,0,40,0,13.0
6,0.6,-0.8,1.0,1,-1,1,0,145,3734,0,32,0,15.0
1,0.6,-0.8,1.0,-1,1,0,0,324,0,2373,0,32,36.6
4,0.6,-0.8,1.0,1,-1,1,0,280,6915,0,36,0,30.7
3,0.6,-0.6,-0.9,-1,1,0,0,116,0,516,0,29,9.6
0,0.6,-0.6,-0.9,-1,1,0,0,137,0,909,0,32,17.1
9,0.6,-0.8,1.0,-1,1,0,0,216,0,1678,0,32,26.4
2,0.6,-0.6,-0.9,1,-1,1,0,237,3616,0,32,0,28.6
1,0.6,-0.6,-0.9,1,-1,1,0,221,2476,0,36,0,33.1
4,0.6,-0.6,-0.9,1,-1,1,0,240,4316,0,28,0,21.0
5,0.6,-0.6,-0.9,1,-1,1,0,228,2900,0,36,0,22.9
9,0.6,-0.6,-0.9,-1,1,0,0,144,0,642,0,24,8.1
7,0.6,-0.6,-0.9,-1,1,0,0,165,0,3048,0,28,12.1
6,0.6,-0.6,-0.9,-1,1,0,0,180,0,3251,0,44,25.9
2,0.6,-0.6,-0.7,1,-1,1,0,107,2221,0,32,0,7.5
1,0.6,-0.6,-0.7,-1,1,0,0,142,0,1169,0,28,11.1
8,0.6,-0.6,-0.9,1,-1,1,0,266,2311,0,36,0,25.0
5,0.6,-0.6,-0.7,-1,1,0,0,116,0,402,0,20,6.0
0,0.6,-0.6,-0.7,-1,1,0,0,234,0,611,0,28,21.8
4,0.6,-0.6,-0.7,-1,1,0,0,138,0,1587,0,36,10.3
8,0.6,-0.6,-0.7,-1,1,0,0,182,0,1058,0,24,11.1
9,0.6,-0.6,-0.7,-1,1,0,0,146,0,2216,0,28,11.7
3,0.6,-0.6,-0.7,-1,1,0,0,217,0,2493,0,36,26.9
7,0.6,-0.6,-0.7,-1,1,0,0,179,0,1057,0,28,16.8
1,0.6,-0.6,-0.5,1,-1,1,0,151,4553,0,24,0,6.6
3,0.6,-0.6,-0.5,1,-1,1,0,113,2290,0,32,0,4.6
6,0.6,-0.6,-0.7,1,-1,1,0,335,3068,0,20,0,23.6
0,0.6,-0.6,-0.5,1,-1,1,0,172,2655,0,30,0,11.4
5,0.6,-0.6,-0.5,1,-1,1,0,154,3805,0,20,0,6.4
4,0.6,-0.6,-0.5,-1,1,0,0,165,0,2264,0,24,8.7
2,0.6,-0.6,-0.5,-1,1,0,0,232,0,1606,0,20,13.7
8,0.6,-0.6,-0.5,1,-1,1,0,133,4078,0,36,0,8.5
0,0.6,-0.6,-0.3,1,-1,1,0,199,2433,0,24,0,12.4
9,0.6,-0.6,-0.5,-1,1,0,0,241,0,964,0,20,15.2
6,0.6,-0.6,-0.5,1,-1,1,0,216,3671,0,32,0,23.9
2,0.6,-0.6,-0.3,1,-1,1,0,150,4278,0,32,0,10.9
7,0.6,-0.6,-0.5,1,-1,1,0,256,4017,0,36,0,33.4
5,0.6,-0.6,-0.3,-1,1,0,0,117,0,2160,0,28,9.0
1,0.6,-0.6,-0.3,1,-1,1,0,217,3365,0,36,0,31.6
7,0.6,-0.6,-0.3,1,-1,1,0,191,5015,0,24,0,10.2
6,0.6,-0.6,-0.3,1,-1,1,0,218,3206,0,28,0,15.4
4,0.6,-0.6,-0.3,-1,1,0,0,209,0,647,0,32,28.2
8,0.6,-0.6,-0.3,1,-1,1,0,149,3419,0,32,0,9.5
3,0.6,-0.6,-0.3,1,-1,1,0,267,4085,0,34,0,33.3
0,0.6,-0.6,0.0,-1,1,0,0,134,0,509,0,28,11.0
1,0.6,-0.6,0.0,-1,1,0,0,147,0,2897,0,32,11.9
2,0.6,-0.6,0.0,1,-1,1,0,141,2914,0,32,0,10.0
9,0.6,-0.6,-0.3,-1,1,0,0,245,0,894,0,20,15.8
3,0.6,-0.6,0.0,-1,1,0,0,161,0,712,0,36,16.6
4,0.6,-0.6,0.0,1,-1,1,0,159,4887,0,34,0,10.7
6,0.6,-0.6,0.0,1,-1,1,0,122,2978,0,28,0,8.7
5,0.6,-0.6,0.0,-1,1,0,0,142,0,482,0,26,11.7
1,0.6,-0.6,1.0,1,-1,1,0,119,2190,0,28,0,5.3
0,0.6,-0.6,1.0,-1,1,0,0,149,0,546,0,30,12.3
2,0.6,-0.6,1.0,-1,1,0,0,108,0,1621,0,20,5.7
9,0.6,-0.6,0.0,1,-1,1,0,150,4849,0,36,0,15.7
7,0.6,-0.6,0.0,-1,1,0,0,261,0,506,0,27,24.3
5,0.6,-0.6,1.0,1,-1,1,0,143,2810,0,24,0,6.5
8,0.6,-0.6,0.0,-1,1,0,0,226,0,902,0,28,23.3
3,0.6,-0.6,1.0,-1,1,0,0,148,0,536,0,27,10.0
4,0.6,-0.6,1.0,-1,1,0,0,164,0,668,0,28,13.6
8,0.6,-0.6,1.0,-1,1,0,0,135,0,376,0,24,6.9
7,0.6,-0.6,1.0,-1,1,0,0,245,0,538,0,20,9.5
6,0.6,-0.6,1.0,1,-1,1,0,222,4156,0,32,0,16.9
0,0.6,-0.4,-0.9,1,-1,1,0,184,2361,0,25,0,8.9
3,0.6,-0.4,-0.9,1,-1,1,0,154,2450,0,28,0,5.9
4,0.6,-0.4,-0.9,-1,1,0,0,184,0,2960,0,28,10.6
1,0.6,-0.4,-0.9,-1,1,0,0,166,0,2142,0,40,17.8
2,0.6,-0.4,-0.9,-1,1,0,0,151,0,1992,0,32,16.4
6,0.6,-0.4,-0.9,-1,1,0,0,119,0,771,0,32,10.4
5,0.6,-0.4,-0.9,-1,1,0,0,192,0,2055,0,32,21.4
7,0.6,-0.4,-0.9,-1,1,0,0,174,0,2651,0,36,15.4
9,0.6,-0.6,1.0,1,-1,1,0,324,5258,0,36,0,43.4
0,0.6,-0.4,-0.7,-1,1,0,0,158,0,396,0,21,7.4
8,0.6,-0.4,-0.9,1,-1,1,0,190,4582,0,40,0,20.8
2,0.6,-0.4,-0.7,-1,1,0,0,152,0,358,0,20,8.1
1,0.6,-0.4,-0.7,1,-1,1,0,152,4338,0,40,0,15.1
3,0.6,-0.4,-0.7,1,-1,1,0,187,3560,0,24,0,9.4
9,0.6,-0.4,-0.9,-1,1,0,0,166,0,706,0,38,21.0
4,0.6,-0.4,-0.7,1,-1,1,0,205,3014,0,28,0,13.7
5,0.6,-0.4,-0.7,-1,1,0,0,125,0,1413,0,32,10.1
7,0.6,-0.4,-0.7,1,-1,1,0,174,4280,0,32,0,13.1
0,0.6,-0.4,-0.5,-1,1,0,0,169,0,983,0,28,10.6
8,0.6,-0.4,-0.7,1,-1,1,0,196,2849,0,32,0,23.2
1,0.6,-0.4,-0.5,1,-1,1,0,190,3722,0,28,0,13.9
6,0.6,-0.4,-0.7,-1,1,0,0,193,0,972,0,32,28.6
2,0.6,-0.4,-0.5,1,-1,1,0,151,3510,0,28,0,12.1
4,0.6,-0.4,-0.5,-1,1,0,0,135,0,3985,0,28,9.3
9,0.6,-0.4,-0.7,1,-1,1,0,259,3150,0,38,0,32.3
5,0.6,-0.4,-0.5,-1,1,0,0,224,0,710,0,20,8.4
3,0.6,-0.4,-0.5,1,-1,1,0,214,4230,0,24,0,15.7
6,0.6,-0.4,-0.5,1,-1,1,0,202,3995,0,28,0,12.5
9,0.6,-0.4,-0.5,-1,1,0,0,158,0,1020,0,26,11.3
0,0.6,-0.4,-0.3,-1,1,0,0,208,0,1097,0,24,9.1
8,0.6,-0.4,-0.5,1,-1,1,0,150,2853,0,32,0,13.6
3,0.6,-0.4,-0.3,1,-1,1,0,151,3229,0,32,0,10.5
4,0.6,-0.4,-0.3,-1,1,0,0,131,0,2716,0,32,10.8
1,0.6,-0.4,-0.3,1,-1,1,0,201,3643,0,32,0,19.8
2,0.6,-0.4,-0.3,1,-1,1,0,175,3758,0,28,0,14.9
7,0.6,-0.4,-0.5,-1,1,0,0,230,0,3966,0,36,35.0
7,0.6,-0.4,-0.3,-1,1,0,0,147,0,2267,0,28,10.6
6,0.6,-0.4,-0.3,-1,1,0,0,136,0,808,0,28,11.3
5,0.6,-0.4,-0.3,1,-1,1,0,158,4173,0,34,0,15.3
8,0.6,-0.4,-0.3,-1,1,0,0,158,0,1036,0,32,13.0
2,0.6,-0.4,0.0,-1,1,0,0,119,0,2584,0,28,6.8
9,0.6,-0.4,-0.3,1,-1,1,0,163,3838,0,32,0,15.1
0,0.6,-0.4,0.0,-1,1,0,0,149,0,2284,0,32,17.5
3,0.6,-0.4,0.0,1,-1,1,0,202,3848,0,28,0,17.1
1,0.6,-0.4,0.0,-1,1,0,0,194,0,568,0,32,22.1
5,0.6,-0.4,0.0,-1,1,0,0,122,0,1015,0,24,9.7
4,0.6,-0.4,0.0,-1,1,0,0,147,0,3209,0,36,16.7
9,0.6,-0.4,0.0,1,-1,1,0,175,2684,0,26,0,9.1
6,0.6,-0.4,0.0,-1,1,0,0,178,0,2597,0,36,19.7
0,0.6,-0.4,1.0,-1,1,0,0,125,0,939,0,32,12.3
8,0.6,-0.4,0.0,1,-1,1,0,213,2971,0,32,0,20.9
3,0.6,-0.4,1.0,-1,1,0,0,109,0,460,0,28,7.0
7,0.6,-0.4,0.0,1,-1,1,0,196,3309,0,40,0,26.0
2,0.6,-0.4,1.0,-1,1,0,0,161,0,1234,0,28,10.2
4,0.6,-0.4,1.0,1,-1,1,0,167,2483,0,24,0,7.9
1,0.6,-0.4,1.0,1,-1,1,0,163,4165,0,39,0,19.7
8,0.6,-0.4,1.0,-1,1,0,0,122,0,776,0,24,6.8
7,0.6,-0.4,1.0,-1,1,0,0,169,0,1387,0,32,13.2
6,0.6,-0.4,1.0,1,-1,1,0,145,3186,0,28,0,13.9
9,0.6,-0.4,1.0,-1,1,0,0,172,0,1906,0,32,14.1
5,0.6,-0.4,1.0,-1,1,0,0,225,0,1618,0,24,22.6
1,0.6,-0.2,-0.9,1,-1,1,0,178,4887,0,40,0,12.6
2,0.6,-0.2,-0.9,1,-1,1,0,162,3804,0,40,0,16.2
3,0.6,-0.2,-0.9,-1,1,0,0,183,0,1710,0,24,10.6
5,0.6,-0.2,-0.9,1,-1,1,0,137,2626,0,27,0,7.0
4,0.6,-0.2,-0.9,1,-1,1,0,159,3754,0,30,0,15.3
7,0.6,-0.2,-0.9,1,-1,1,0,166,3371,0,30,0,7.1
6,0.6,-0.2,-0.9,-1,1,0,0,121,0,916,0,24,9.4
0,0.6,-0.2,-0.9,1,-1,1,0,241,3570,0,32,0,36.3
8,0.6,-0.2,-0.9,-1,1,0,0,180,0,2516,0,32,14.6
0,0.6,-0.2,-0.7,-1,1,0,0,159,0,5593,0,36,11.6
9,0.6,-0.2,-0.9,1,-1,1,0,249,3460,0,24,0,19.6
3,0.6,-0.2,-0.7,1,-1,1,0,158,3400,0,26,0,9.8
4,0.6,-0.2,-0.7,1,-1,1,0,189,3006,0,28,0,12.7
1,0.6,-0.2,-0.7,-1,1,0,0,173,0,1051,0,40,24.3
2,0.6,-0.2,-0.7,1,-1,1,0,195,3930,0,36,0,19.1
7,0.6,-0.2,-0.7,1,-1,1,0,135,2688,0,24,0,5.8
6,0.6,-0.2,-0.7,1,-1,1,0,151,4960,0,32,0,11.9
5,0.6,-0.2,-0.7,-1,1,0,0,135,0,1854,0,32,14.0
8,0.6,-0.2,-0.7,1,-1,1,0,155,5461,0,24,0,8.7
2,0.6,-0.2,-0.5,-1,1,0,0,160,0,1293,0,28,6.9
0,0.6,-0.2,-0.5,-1,1,0,0,228,0,1865,0,20,12.2
1,0.6,-0.2,-0.5,1,-1,1,0,145,3491,0,28,0,11.4
3,0.6,-0.2,-0.5,1,-1,1,0,173,2830,0,29,0,14.0
9,0.6,-0.2,-0.7,-1,1,0,0,200,0,3406,0,32,20.3
5,0.6,-0.2,-0.5,-1,1,0,0,124,0,2408,0,24,7.4
7,0.6,-0.2,-0.5,-1,1,0,0,109,0,629,0,24,6.5
6,0.6,-0.2,-0.5,-1,1,0,0,214,0,576,0,28,21.4
9,0.6,-0.2,-0.5,-1,1,0,0,182,0,1189,0,36,18.1
4,0.6,-0.2,-0.5,-1,1,0,0,225,0,906,0,35,29.4
8,0.6,-0.2,-0.5,1,-1,1,0,228,3806,0,36,0,24.1
0,0.6,-0.2,-0.3,1,-1,1,0,214,5595,0,28,0,18.2
1,0.6,-0.2,-0.3,-1,1,0,0,146,0,2727,0,32,11.2
2,0.6,-0.2,-0.3,-1,1,0,0,147,0,629,0,24,10.0
3,0.6,-0.2,-0.3,-1,1,0,0,130,0,2830,0,32,14.0
5,0.6,-0.2,-0.3,1,-1,1,0,183,2917,0,28,0,14.7
4,0.6,-0.2,-0.3,1,-1,1,0,235,2690,0,24,0,16.8
8,0.6,-0.2,-0.3,-1,1,0,0,204,0,1756,0,24,13.7
6,0.6,-0.2,-0.3,-1,1,0,0,181,0,2264,0,36,22.0
0,0.6,-0.2,0.0,-1,1,0,0,129,0,2603,0,24,8.3
7,0.6,-0.2,-0.3,-1,1,0,0,214,0,1232,0,32,27.9
9,0.6,-0.2,-0.3,-1,1,0,0,155,0,740,0,32,19.3
1,0.6,-0.2,0.0,-1,1,0,0,200,0,3316,0,24,13.6
3,0.6,-0.2,0.0,1,-1,1,0,184,3405,0,28,0,17.4
2,0.6,-0.2,0.0,-1,1,0,0,149,0,2863,0,40,18.8
